id,term
m41D.,Hydrocortisone 1% aqueous cream
m41a.,Hydrocortisone 0.5% cream 100g
m41b.,Hydrocortisone 2.5% cream
m41c.,Cobadex 0.5% cream 20g
m41d.,Cobadex 1% cream 20g
m41e.,Dioderm 0.1% cream 30g
m41f.,Dome-Cort 0.125% cream
m41g.,Efcortelan 0.5% cream 15g
m41h.,Efcortelan P 1% cream 15g
m41i.,Efcortelan 1% cream 50g
m41j.,Efcortelan 2.5% cream 15g
m41k.,Hydrocortistab 1% cream 15g
m41l.,Hydrocortisyl 1% cream 15g
m41m.,Mildison Lipocream 1% cream 30g
m41n.,Efcortelan 0.5% cream 30g
m41o.,Efcortelan 1% cream 30g
m41p.,Efcortelan 2.5% cream 30g
m41q.,Dermacort cream
m41r.,HC45 cream
m41s.,Kerfoot hydrocortisone cream
m41t.,Dayleve 0.1% cream 15g
m41u.,Hydrocortisone 0.1% cream
m41v.,Zenoxone 1% aqueous cream
m41w.,Exe-Cort Hydrocortisone 1% cream 15g
m42..,Hydrocortisone ointments
m421.,Hydrocortisone 0.5% ointment 15g
m422.,Hydrocortisone 1% ointment 15g
m423.,Hydrocortisone 1% ointment 30g
m424.,Hydrocortisone 1% ointment 100g
m425.,Efcortelan 0.5% ointment 15g
m426.,Efcortelan P 1% ointment 15g
m427.,Efcortelan 1% ointment 50g
m428.,Efcortelan 2.5% ointment 15g
m429.,Hydrocortistab 1% ointment 15g
m42A.,Hydrocortisone 2.5% ointment 15g
m42B.,Hydrocortisone 2.5% ointment 30g
m42C.,Hydrocortisone 2.5% ointment 50g
m42D.,HYDROCORTISONE 1% ointment 50g
m42a.,Hydrocortisyl 1% ointment 15g
m42b.,Hydrocortisone 2.5% ointment
m42c.,Efcortelan 0.5% ointment 30g
m42d.,Efcortelan 1% ointment 30g
m42e.,Efcortelan 2.5% ointment 30g
m42f.,Lanacort ointment
m42g.,Hydrocortisone acetate 1% ointment
m43..,Hydrocortisone lotions/dressng
m431.,Hydrocortisone 1% lotion
m432.,Efcortelan 1% lotion 20mL
m433.,Cortacream 1% band
m44..,Hydrocortisone compound preprations
m441.,Alphaderm cream 30g
m442.,Alphaderm cream 100g
m443.,Calmurid-HC cream 30g
m444.,Calmurid-HC cream 100g
m445.,Eczederm+hydrocort cream 25g
m446.,Epifoam foam 10.6g
m447.,Eurax-hydrocortisone cream 30g
m448.,Sential cream 30g
m449.,Sential cream 100g
m44a.,Tri-cicatrin ointment 15g
m44b.,Tri-cicatrin ointment 30g
m44c.,Eurax-HC cream 15g
m44d.,Calmurid HC cream 50g
m44e.,HYDROMOL HC INTENSIVE cream 30g
m44f.,HYDROMOL HC INTENSIVE cream 100g
m44v.,Sential HC cream
m44w.,Hydrocortisone+crotamiton 0.25%/10% cream
m44x.,Hydrocortisone acetate+pramoxine hydrochloride 1.0/1.0% foam
m44z.,Hydrocortisone+urea 1%/10% cream
m45..,Hydrocortisone+antimicrobials
m451.,Hydrocortisone/neomycin cream
m452.,Barquinol-HC cream 15g
m453.,Canesten-HC cream 30g
m454.,Daktacort cream 30g
m455.,Econacort cream 30g
m456.,Framycort ointment 15g
m457.,Fucidin-H cream 15g
m458.,Fucidin-H cream 30g
m459.,Fucidin-H gel 15g
m45A.,Fucidin-H cream 60g
m45B.,Fucidin-H ointment 60g
m45C.,Daktacort HC cream 15g
m45H.,Hydrocortisone+clioquinol 1%/3% ointment
m45J.,Hydrocortisone+clioquinol 1%/3% cream
m45M.,Hydrocortisone+oxytetracycline 50/150mg spray
m45N.,Hydrocortisone+oxytetracycline 1.0/3% ointment
m45S.,Hydrocortisone acetate+gentamicin 1%/0.3% cream
m45T.,Hydrocortisone acetate+fucidic acid 1%/2% ointment
m45U.,Hydrocortisone acetate+fusidic acid 1%/2% gel
m45V.,Hydrocortisone acetate+fusidic acid 1%/2% cream
m45W.,Hydrocortisone+econazole nitrate 1%/1% cream
m45X.,Hydrocortisone+miconazole nitrate 1%/2% ointment
m45Y.,Hydrocortisone+miconazole nitrate 1%/2% cream
m45Z.,Hydrocortisone+clotrimazole 1%/1% cream
m45a.,Fucidin-H gel 30g
m45b.,Fucidin-H ointment 15g
m45c.,Fucidin-H ointment 30g
m45d.,Gentisone HC cream 15g
m45e.,Gentisone HC ointment 15g
m45f.,Gregoderm ointment 4g
m45g.,Gregoderm ointment 15g
m45h.,Hydroderm ointment
m45i.,Nybadex ointment
m45j.,Nystaform-HC 0.5% cream 15g
m45k.,Nystaform-HC 0.5% cream 30g
m45l.,Nystaform-HC 1% ointment 30g
m45m.,Quinocort cream 30g
m45n.,Terra-cortril ointment 15g
m45o.,Terra-cortril ointment 30g
m45p.,Terra-cortril spray 30mL
m45q.,Terra-cortril spray 60mL
m45r.,Terra-cortril Nystatin cream 30g
m45s.,Timodine cream 30g
m45t.,Vioform-hydrocortisone cream 30g
m45u.,Vioform-hydrocortisone ointment 30g
m45v.,Daktacort ointment 30g
m45w.,Canesten Hydrocortisone cream 15g
m45x.,Hydrocortisone+neomycin 1%/0.5% ointment
m45y.,Hydrocortisone+neomycin 1%/0.5% cream
m47..,Beclometasone diprop [skin]
m471.,Propaderm 0.025% cream 15g
m472.,Propaderm 0.025% cream 50g
m473.,Propaderm 0.025% ointment 15g
m474.,Propaderm 0.025% ointment 50g
m475.,Propaderm A 0.025% ointment 15g
m476.,Propaderm A 0.025% ointment 50g
m477.,Propaderm C 0.025% cream
m478.,Propaderm C 0.025% ointment
m479.,Propaderm 0.025% cream 30g
m47a.,Propaderm 0.025% ointment 30g
m47b.,Propaderm A ointment 30g
m47c.,Propaderm A cream 30g
m47y.,Beclometasone dipropionate 0.025% cream
m47z.,Beclometasone dipropionate 0.025% ointment
m4l..,Hydrocortisone butyrate
m4l1.,Locoid 0.1% cream 30g
m4l2.,Locoid 0.1% cream 100g
m4l3.,Locoid 0.1% lipocream 30g
m4l4.,Locoid 0.1% ointment 30g
m4l5.,Locoid 0.1% ointment 100g
m4l6.,Locoid 0.1% scalp lotion 30mL
m4l7.,Locoid 0.1% scalp lotion 100mL
m4l8.,Locoid C 0.1% cream 30g
m4l9.,Locoid C 0.1% ointment 30g
m4la.,Locoid 0.1% lipocream 100g
m4lb.,Locoid Crelo 0.1% emulsion
m4lt.,Hydrocortisone butyrate 0.1% emulsion
m4lu.,Hydrocortisone butyrate+chlorquinaldol 0.1%/3% ointment
m4lv.,Hydrocortisone butyrate+chlorquinaldol 0.1%/3% cream
m4lw.,Hydrocortisone butyrate 0.1% cream
m4lx.,Hydrocortisone butyrate 0.1% lipocream
m4ly.,Hydrocortisone butyrate 0.1% ointment
m4lz.,Hydrocortisone butyrate 0.1% scalp lotion
m4m..,Methylprednisolone acetate
m4m1.,Neo-Medrone 0.25% cream 15g
m4my.,Methylprednisolone/neomycin 0.25/0.5% cream 15g
m4mz.,Methylprednisolone acet 0.25% cream
m4o..,Budesonide Topical
m4o1.,Budesonide 0.025% cream 30g
m4o2.,Budesonide 0.025% cream 100g
m4o3.,Budesonide 0.025% ointment 30g
m4o4.,Budesonide 0.025% ointment 100g
m4o5.,Preferid 0.025% cream 30g
m4o6.,Preferid 0.025% cream 100g
m4o7.,Preferid 0.025% ointment 30g
m4o8.,Preferid 0.025% ointment 100g
m4p..,Hydrocortisone acetate [topical]
m4p1.,Hydrocal 1% cream
m4p2.,Lanacort cream
m4pz.,Hydrocortisone acetate 1% cream
m4q..,Mometasone furoate [topical]
m4q1.,Elocon cream 30g
m4q2.,Elocon lotion 30mL
m4q3.,Elocon ointment 30g
m4q4.,Mometasone furoate 0.1% cream 30g
m4q5.,Mometasone furoate 0.1% lotion 30mL
m4q6.,Mometasone furoate 0.1% ointment 30g
m4q7.,Mometasone furoate 0.1% cream
m4q8.,Mometasone furoate 0.1% ointment
m4q9.,Mometasone furoate 0.1% lotion
m4qA.,Elocon cream 100g
m4qB.,Elocon ointment 100g
m4r..,Fluticasone propionate[skin]
m4r1.,Cutivate 0.05% cream
m4r2.,Fluticasone propionate 0.05% cream
m4r3.,Cutivate 0.05% cream 15g
m4r4.,Cutivate 0.05% cream 50g
m4r5.,Fluticasone propionate 0.005% ointment
m4r6.,Cutivate 0.005% ointment
m4r7.,Cutivate 0.005% ointment 15g
m4r8.,Cutivate 0.005% ointment 50g
m4r9.,CUTIVATE 0.005% ointment 30g
m4rA.,CUTIVATE 0.05% cream 30g
m4s..,Mometasone furoate monohydrate
m4s2.,Nasonex 0.05% aqueous nasal spray
m51N.,Coal tar solution+hydrocortisone 3%/0.25% cream
m51W.,Coal tar extract+hydrocortisone 3%/0.25% cream
m51q.,Carbo-Cort cream 30g
m661.,Actinac lotion 25mL x 2
m662.,Medrone lotion 25mL
m663.,Medrone lotion 75mL
m664.,Neo-Medrone lotion 50mL
m665.,Neo-Medrone lotion 75mL
m666.,Quinoderm+hydrocortisone cream 30g
m851.,Podophyllin compound 15% paint BP
m852.,Posalfilin ointment 10g
m853.,Podophyllin+salicylic acid 20/25% ointment
mige.,Pyridostigmine 60mg tablet
ml2..,Glycopyrrolate
ml21.,Glycopyrrolate 100%w/w powder
ml2z.,Robinul 100%w/w powder
o3...,Anticholinergic premedications
o31..,Atropine sulphate [premedication]
o32..,Glycopyrronium bromide [anaesthesia]
o321.,Robinul 200micrograms/1mL injection
o322.,Robinul 600micrograms/3mL injection
o323.,SEEBRI BREEZHALER 44micrograms inhalation capsules
o324.,GLYCOPYRRONIUM 44micrograms inhalation capsules
o32y.,Glycopyrronium bromide 200micrograms/1mL injection
o32z.,Glycopyrronium bromide 600micrograms/3mL injection
o33..,Hyoscine hydrobromide [anaesthesia]
o331.,Hyoscine 400micrograms/mL injection
o332.,Hyoscine 600micrograms/mL injection
o7...,Anticholinesterases used in surgery
o71..,Edrophonium chloride [anaesthesia]
o711.,Camsilon 10mg/1mL injection
o712.,Edrophonium chloride 10mg/1mL injection
o72..,Neostigmine methylsulphate [anaesthesia]
o724.,Robinul-Neostigmine injection 1mL
o72x.,Neostigmine+glycopyrronium 2.5mg/500micrograms/1mL injection
scmD.,Select DuoVent 110215 15mm-65mm clear drain ileobag+filter
scmE.,Select DuoVent 110220 20mm clear drainable ileobag+filter
scmF.,Select DuoVent 110227 27mm clear drainable ileobag+filter
scmG.,Select DuoVent 110234 34mm clear drainable ileobag+filter
scmH.,Select DuoVent 110241 41mm clear drainable ileobag+filter
scmI.,Select DuoVent 110248 48mm clear drainable ileobag+filter
scmJ.,Select DuoVent 110255 55mm clear drainable ileobag+filter
scmK.,Select DuoVent 110315 15mm-65mm opaque drain ileobag+filter
scmL.,Select DuoVent 110320 20mm opaque drainable ileobag+filter
scmM.,Select DuoVent 110327 27mm opaque drainable ileobag+filter
scmN.,Select DuoVent 110334 34mm opaque drainable ileobag+filter
scmO.,Select DuoVent 110341 41mm opaque drainable ileobag+filter
scmP.,Select DuoVent 110348 48mm opaque drainable ileobag+filter
scmQ.,Select DuoVent 110355 55mm opaque drainable ileobag+filter
scmR.,Select DuoVent 111200 15mm-65mm clear drain ileobag+filter
scmS.,Select DuoVent 111215 15mm-65mm opaque drain ileobag+filter
scmT.,Select DuoVent Mini 111220 20mm opaque drain ileobag+filter
scmU.,Select DuoVent Mini 111227 27mm opaque drain ileobag+filter
scmV.,Select DuoVent Mini 111234 34mm opaque drain ileobag+filter
scmW.,Select DuoVent Mini 111241 41mm opaque drain ileobag+filter
scmX.,Select DuoVent Mini 111248 48mm opaque drain ileobag+filter
scmY.,Select DuoVent Mini 111255 55mm opaque drain ileobag+filter
x0019,Beclometasone dipropionate+salbutamol
x005p,Hydrocortisone+fusidic acid
x005q,Hydrocortisone+gentamicin
x005s,Hydrocortisone+pramoxine
x005t,Hydrocortisone+sodium fusidate
x005u,Hydrocortisone+chlorquinaldol
x005v,Hydrocortisone+chloramphenicol
x005x,Hydrocortisone+clioquinol
x005y,Hydrocortisone+clotrimazole
x005z,Hydrocortisone+crotamiton
x0060,Hydrocortisone+dimeticone '350'
x0061,Hydrocortisone+econazole
x0062,Hydrocortisone+lidocaine
x0063,Hydrocortisone+miconazole
x0064,Hydrocortisone+neomycin
x0066,Hydrocortisone+nystatin
x0067,Hydrocortisone+oxytetracycline
x0069,Hydrocortisone+potassium hydroxyquinoline
x006A,Hydrocortisone+urea
x006F,Hyoscine product
x006b,Inhaled terbutaline
x007b,Methacholine
x007e,Methylprednisolone+lidocaine
x007f,Methylprednisolone+neomycin
x009T,Pipenzolate+dimeticone
x00Af,Salbutamol product
x00Aw,Sodium cromoglicate+salbutamol
x00CE,Aerolin 100micrograms Autohaler
x00FN,Alphaderm cream
x00Fh,Budesonide 0.025% cream
x00Fk,Calmurid HC cream
x00Fm,Canesten HC cream
x00Fn,Carbo-Cort cream
x00Fv,Cobadex 0.5% cream
x00Fw,Cobadex 1% cream
x00G0,Daktacort cream
x00G6,Dioderm cream
x00GI,Econacort cream
x00GM,Efcortelan 0.5% cream
x00GN,Efcortelan 1% cream
x00GO,Efcortelan 2.5% cream
x00GU,Eurax-Hydrocortisone cream
x00Ga,Fucidin H cream
x00Gc,Gentisone HC cream
x00Gl,Hydrocortisone 0.5% cream
x00Gm,Hydrocortisone 1% cream
x00Go,Hydrocortistab 1% cream
x00Gp,Hydrocortisyl 1% cream
x00Gw,Locoid 0.1% cream
x00Gx,Locoid C 0.1% cream
x00H1,Methylprednisolone acetate+neomycin sulphate 0.25/0.5% cream
x00H2,Mildison Lipocream 1% cream
x00H6,Neo-Medrone 0.25% cream
x00H9,Nystaform-HC 0.5% cream
x00HF,Preferid cream
x00HH,Propaderm 0.025% cream
x00HL,Quinocort cream
x00HO,Quinoderm+hydrocortisone cream
x00Hd,Terra-Cortril Nystatin cream
x00He,Timodine cream
x00Hu,Vioform Hydrocortisone cream
x00Hx,Becloforte 400micrograms/blister disks refill
x00Hy,Becodisks 100micrograms/blister disks refill
x00Hz,Becodisks 200micrograms/blister disks refill
x00I0,Becodisks 400micrograms/blister disks refill
x00I1,Becloforte 400micrograms/blister disks+diskhaler
x00I2,Becodisks 100micrograms disks+diskhaler
x00I3,Becodisks 200micrograms/blister disks+diskhaler
x00I4,Becodisks 400micrograms/blister disks+diskhaler
x00IS,Atropine sulphate 0.031% eye drops
x00IT,Atropine sulphate 0.062% eye drops
x00IU,Atropine sulphate 0.1% eye drops
x00IV,Atropine sulphate 0.125% eye drops
x00IW,Atropine sulphate 0.25% eye drops
x00IX,Atropine sulphate 0.5% eye drops
x00IY,Atropine sulphate 1% preservative-free eye drops
x00IZ,Atropine sulphate 2% eye drops
x00Is,Cyclopentolate hydrochloride 1% preservative-free eye drops
x00Iu,Dexamethasone 0.1% preservative-free eye drops
x00Iv,Dexamethasone 0.1% eye drops
x00J5,Eserine sulphate 1.0% eye drops
x00JX,Homatropine hydrobromide 0.125% eye drops
x00JY,Homatropine hydrobromide 0.25% eye drops
x00JZ,Homatropine hydrobromide 0.5% eye drops
x00Ja,Homatropine hydrobromide 1% preservative-free eye drops
x00Jb,Homatropine hydrobromide 2% preservative-free eye drops
x00Jc,Humorsol 0.25% eye drops
x00Jd,Hyoscine hydrobromide 0.125% eye drops
x00Je,Hyoscine hydrobromide 0.5% eye drops
x00Jv,Maxidex eye drops
x00Jw,Maxitrol eye drops
x00Jx,Methacholine 2.5% preservative-free eye drops
x00K3,Mydriacyl 0.5% eye drops
x00K4,Mydriacyl 1% eye drops
x00K5,Mydrilate 0.5% eye drops
x00K6,Mydrilate 1% eye drops
x00Kb,Pred Forte 1% eye drops
x00Kc,Prednisolone 0.001% eye drops
x00Kd,Prednisolone 0.003% eye drops
x00Ke,Prednisolone 0.01% preservative-free eye drops
x00Kf,Prednisolone 0.01% eye drops
x00Kg,Prednisolone 0.03% preservative-free eye drops
x00Kh,Prednisolone 0.03% eye drops
x00Ki,Prednisolone 0.1% preservative-free eye drops
x00Kj,Prednisolone 0.1% eye drops
x00Kk,Prednisolone 0.3% preservative-free eye drops
x00Kl,Prednisolone 0.3% eye drops
x00Km,Prednisolone acetate 1% eye drops
x00L3,Moxisylyte 0.5% preservative-free eye drops
x00LO,Maxitrol eye ointment
x00LR,Otosporin ear drops
x00LV,Terra-Cortril ear drops
x00La,Neo-Cortef eye/ear drops
x00Lb,Otomize ear spray
x00Lc,Predsol 0.5% eye/ear drops
x00Ld,Predsol N eye/ear drops
x00Le,Sofradex eye/ear drops
x00Lg,Neo-Cortef eye/ear ointment
x00Lh,Sofradex eye/ear ointment
x00MF,Colifoam 10% foam
x00MG,Epifoam foam
x00Mo,Fucidin H gel
x00QS,Oxitropium bromide 100micrograms inhaler
x00QT,Oxivent 100mcg inhaler
x00QU,Pulmicort 200micrograms inhaler
x00QV,Pulmicort 200micrograms inhaler refill
x00Qr,Atropine sulphate 500micrograms/1mL injection
x00Qs,Atropine sulphate 2mg/1mL injection
x00RO,Mersalyl sodium+theophylline 100mg/50mg/1mL injection
x00SC,Miochol intra-ocular irrigation
x00T5,Actinac lotion (pdr for recon)
x00Tx,Locoid 0.1% lipocream
x00W5,Atropine sulphate 500micrograms/5mL s/f solution
x00Wf,Budesonide 0.025% ointment
x00Wl,Daktacort ointment
x00Wu,Efcortelan 0.5% ointment
x00Wv,Efcortelan 1% ointment
x00Ww,Efcortelan 2.5% ointment
x00X0,Fucidin H ointment
x00X2,Gregoderm ointment
x00X5,Hydrocortisone 1% ointment
x00X7,Hydrocortistab 1% ointment
x00X8,Hydrocortisyl 1% ointment
x00XB,Locoid 0.1% ointment
x00XC,Locoid C 0.1% ointment
x00XI,Nystaform-HC 1% ointment
x00XJ,Posalfilin ointment
x00XK,Preferid ointment
x00XN,Propaderm ointment
x00XQ,Terra-Cortril ointment
x00XT,Tri-Cicatrin ointment
x00XX,Vioform Hydrocortisone ointment
x00YY,Atropine sulphate 500micrograms/5mL prefilled syringe
x00YZ,Atropine sulphate 1mg/10mL prefilled syringe
x00Yq,Min-I-Jet Atropine sulphate 500mcg/5mL prefilled syringe
x00Yr,Min-I-Jet Atropine sulphate 1mg/10mL prefilled syringe
x00aE,Hydrocortisone acetate powder
x00bU,Pulmicort 500micrograms/2mL Respule
x00bV,Pulmicort 1mg/2mL Respule
x00bs,Locoid 0.1% scalp lotion
x00cH,Minims Tropicamide 1% single-use eye drops
x00cM,Minims Cyclopentolate 0.5% single-use eye drops
x00cN,Minims Cyclopentolate 1% single-use eye drops
x00cQ,Minims Homatropine 2% single-use eye drops
x00cY,Minims Tropicamide 0.5% single-use eye drops
x00cx,Terra-Cortril spray
x00fM,Hyoscine hydrobromide 150micrograms tablet
x00fO,Joy-rides tablet
x00fS,Kwells tablet
x00fT,Kwells Junior tablet
x00gE,Pulmicort 100micrograms Turbohaler
x00gF,Pulmicort 200micrograms Turbohaler
x00gG,Pulmicort 400micrograms Turbohaler
x00yI,Topical hydrocortisone
x00yP,Oral prednisolone
x00yo,Topical beclometasone
x00z6,Respiratory budesonide
x00z8,Topical budesonide
x00zA,Respiratory beclomethasone
x00zu,Prednisolone 20mg rectal foam
x00zz,Duovent UDV nebuliser solution
x0100,Fenoterol+ipratropium 500micrograms/1.25mg nebulisation unit
x01Ck,Bambuterol
x01Cl,Fenoterol
x01Cn,Reproterol
x01Co,Rimiterol
x01Cq,Terbutaline
x01Cr,Oral terbutaline
x01Cs,Parenteral terbutaline
x01Ct,Tulobuterol
x01DC,Physostigmine
x01DF,Anticholinesterase parasympathomimetic
x01DG,Demecarium
x01DH,Distigmine
x01DI,Ecothiopate
x01DJ,Edrophonium
x01DK,Pyridostigmine
x01DM,Anticholinergic
x01DN,Antimuscarinic
x01DO,Atropine
x01DP,Oral atropine
x01DQ,Parenteral atropine
x01DR,Atropine eye preparations
x01DS,Trihexyphenidyl
x01DT,Benzatropine
x01DU,Cyclopentolate
x01DV,Alnide 0.5% eye drops
x01DW,Alnide 1% eye drops
x01DX,Opulets Cyclopentolate eye drops
x01DY,Dicycloverine
x01DZ,Glycopyrronium
x01Da,Homatropine
x01Db,Ipratropium
x01Dc,Mepenzolate
x01Dd,Methixene
x01De,Orphenadrine
x01Df,Oxitropium
x01Dg,Oxybutynin
x01Dh,Pipenzolate
x01Di,Poldine
x01Dj,Procyclidine
x01Dk,Propantheline
x01Ej,Oral aminophylline
x01Ek,Parenteral aminophylline
x01GN,Cholinesterase reactivator
x01GO,Pralidoxime
x01HF,Gentisone HC ear drops
x01MQ,Beclometasone
x01MT,Propaderm A cream
x01MU,Propaderm A ointment
x01MV,Nasal beclomethasone
x01MY,Nasal budesonide
x01Mh,Oral dexamethasone
x01Mi,Parenteral dexamethasone
x01Mj,Topical dexamethasone
x01Mk,Topical compound dexamethasone preparation
x01NN,Fluticasone
x01NO,Respiratory fluticasone
x01NP,Nasal fluticasone
x01NQ,Topical fluticasone
x01NR,Efcortelan 1% lotion
x01NS,Hydrocortisone eye ointment
x01NT,Rectal hydrocortisone preparations
x01NU,Topical compound hydrocortisone preparation
x01NV,Framycort ointment
x01NW,Eczederm+hydrocortisone cream
x01NX,Barquinol-HC cream
x01NY,Gentisone HC ointment
x01NZ,Parenteral hydrocortisone
x01Na,Oral hydrocortisone
x01Nb,Oral methylprednisolone
x01Nc,Parenteral methylprednisolone
x01Nd,Neo-Medrone lotion
x01Ne,Medrone lotion
x01Nf,Mometasone
x01Nh,Elocon ointment
x01Nj,Elocon scalp lotion
x01Nl,Elocon cream
x01Nm,Parenteral prednisolone
x01Nn,Topical prednisolone
x01No,Prednisolone drops
x01Np,Rectal prednisolone preparations
x025f,Predfoam 20mg enema
x025g,Ventodisks 200micrograms/blister disks+diskhaler
x025h,Ventodisks 400micrograms/blister disks+diskhaler
x025i,Ventodisks 200mcg/blister disks refill
x025j,Ventodisks 400mcg/blister disks refill
x026v,Chloromycetin Hydrocortisone eye ointment
x026w,Minims Prednisolone 0.5% single-use eye drops
x026z,Isopto Atropine 1% eye drops
x0270,Minims Atropine sulphate 1% single-use eye drops
x027D,Dinnefords Teejel 8.7% oral gel
x027E,Bonjela 8.7% oral gel
x027S,Hydrocortisone 0.5% ointment
x027x,Robinul-Neostigmine injection
x029g,Budesonide refill
x029p,Phospholine iodide 0.03% eye drops
x029q,Phospholine iodide 0.06% eye drops
x029r,Phospholine iodide 0.125% eye drops
x029s,Phospholine iodide 0.25% eye drops
x02IF,Bronchodilator preparations
x02L3,Prednisolone sodium phosphate 0.5% eye/ear drops
x02LT,Hyoscine hydrobromide 400micrograms/1mL injection
x02LU,Hyoscine hydrobromide 600micrograms/1mL injection
x02M3,Dexamethasone
x02M4,Methylprednisolone
x02M5,Prednisolone product
x02MR,Neostigmine
x02Me,Hyoscine hydrobromide
x02Mk,Budesonide product
x02Ss,Aerobec
x02St,Aerobec Forte
x02Sv,Aerocrom
x02Sy,Airomir
x02Tg,Amnivent SR
x02Uk,Atrovent
x02Ul,Atrovent Forte
x02V2,Beclazone
x02V3,Beclazone Easi-Breathe
x02V4,Becloforte
x02V5,Becloforte Integra
x02V6,Becloforte VM
x02VA,Becotide
x02VS,Berotec
x02Vx,Bricanyl
x02Vy,Bricanyl SA
x02W7,Bronchodil
x02XG,Choledyl
x02Xr,Combivent
x02af,Duovent
x02cg,Filair
x02ch,Filair Forte
x02ct,Flixotide
x02dI,Franol
x02dJ,Franol Plus
x02iK,Maxivent
x02jB,Min-I-Jet Aminophylline
x02lJ,Norphyllin
x02lK,Norphyllin SR
x02lT,Nuelin
x02lU,Nuelin SA
x02nS,Phyllocontin Continus
x02nT,Phyllocontin Continus Forte
x02ok,Pulmadil
x02ol,Pulmicort LS
x02qI,Salamol
x02qJ,Salamol Easi-Breathe
x02qM,Salbulin
x02qr,Serevent
x02r1,Slo-Phyllin
x02sc,Theo-Dur
x02tm,Uniphyllin Continus
x02uC,Ventide
x02uD,Ventolin
x03ai,Oral budesonide
x03cY,Foradil
x03d8,Ventodisks
x03d9,Pulmicort
x03dE,Becodisks
x03ky,Canesten Hydrocortisone cream
x03m3,Eurax HC cream
x03n9,Hydrocortisone acetate+neomycin sulphate 1.5%/0.5% eye drops
x03nq,Ventolin Easi-Breathe
x03nr,Becloforte Easi-Breathe
x03ns,Becotide 50 Easi-Breathe
x03nt,Becotide 100 Easi-Breathe
x03qg,Oral moxisylyte
x03qh,Parenteral moxisylyte
x03qi,Topical moxisylyte
x03rB,Oxis
x03rE,Asmabec
x03sV,Duovent UDV
x03vO,Filair 50
x040J,Vioform Hydrocortisone
x040r,Canesten Hydrocortisone
x041S,Eurax-Hydrocortisone
x0423,Minims Prednisolone
x042N,Beclazone 100
x042O,Beclazone 100 Easi-Breathe
x042P,Beclazone 250
x042Q,Beclazone 250 Easi-Breathe
x042R,Beclazone 50
x042S,Beclazone 50 Easi-Breathe
x042U,Becotide 100
x042V,Becotide 200
x042W,Becotide 50
x042Z,Berotec 100
x042a,Berotec 200
x046E,Nuelin SA-250
x046S,Amnivent 225 SR
x047m,Aerocrom Syncroner
x047n,Aerolin
x048Q,Steri-Neb Cromogen
x048R,Steri-Neb Ipratropium
x048S,Steri-Neb Salamol
x048T,Steri-Neb Saline
x04cV,Singulair
x04cW,Singulair Paediatric
x04oi,Respontin
x04ok,Minims Dexamethasone Na phosphate 0.1% s-d eye drops
x04ol,Minims Dexamethasone sodium phosphate
x04oo,Tropiovent
x04op,Asmaven
x04pc,Dayleve 0.1% cream
x04pk,Beclo-aqua 50
x04sR,Qvar
x04sS,Qvar 50
x04sT,Qvar 100
x04se,Beclomist
x04u1,Accolate
x04uu,Beclazone 200
x04xm,Seretide 100
x04xn,Seretide 250
x04xo,Seretide 500
x04yr,Atropine sulphate 0.5% eye ointment
x052J,Antimuscarinic drug used in parkinsonism
x0593,Seretide 50
x0594,Seretide 125
x05CG,Trospium
x05Fg,Oral salbutamol preparations
x05Fh,Parenteral salbutamol preparations
x05Fi,Inhaled salbutamol preparations
x05J2,Symbicort
x05JB,Dexamethasone+tobramycin
x05JC,Tobradex eye drops
x05Jz,Acetylcholine chloride - chemical
x05Kr,Aminophylline - chemical
x05Ks,Aminophylline hydrate - chemical
x05Lo,Beclamide - chemical
x05N4,Pulvinal Salbutamol
x05N5,Pulvinal Beclomethasone
x05YY,Daktacort HC cream
x05gG,Spiriva
x05kq,Respiratory mometasone
x05kr,Nasal mometasone
x05ks,Topical mometasone
x05kt,Asmanex
x05mc,Rino Clenil
x05r8,Exe-Cort Hydrocortisone 1% cream
x05r9,Exe-Cort Hydrocortisone
x05tY,Novolizer Budesonide
x05v8,Easyhaler Salbutamol
x05wM,Alvesco
x05yr,Atimos Modulite
x060n,Ephedrine hydrochloride+theophylline 11mg/120mg tablet
