Disease,Read code,Term,weight
cancer,Xa0SP,Myeloproliferative disease,2
cancer,Xa0TD,Follicular non-Hodgkin's small cleaved cell lymphoma,2
cancer,Xa0Th,Peripheral T-cell lymphoma,2
cancer,Xa0Ti,T-zone lymphoma,2
cancer,Xa0Tj,Lymphoepithelioid lymphoma,2
cancer,Xa0To,Malignant reticuloendotheliosis,2
cancer,Xa0TX,Follicular non-Hodgkin's large cell lymphoma,2
cancer,Xa0Ty,True histiocytic lymphoma,2
cancer,Xa98G,Epithelioma,2
cancer,Xa99n,Diffuse non-Hodgkin's centroblastic lymphoma,2
cancer,Xa99P,Phaeochromocytoma,2
cancer,Xa9AA,Solitary myeloma,2
cancer,Xa9AU,Chondroma,2
cancer,Xa9AY,Chondroma,2
cancer,XaBAl,Di Guglielmo's disease,2
cancer,XaBB3,Plasma cell leukaemia,2
cancer,XaBBt,Myelosclerosis with myeloid metaplasia,2
cancer,XaBLv,Malignant neoplasm of epiglottis NOS,2
cancer,XaBLw,Follicular lymphoma NOS,2
cancer,XaBLx,Plasmacytoma NOS,2
cancer,XaC1Q,"Malignant neoplasm, overlapping lesion of brain",2
cancer,XaC2J,"Malignant neoplasm of lip, unspecified",2
cancer,XaCIv,Malignant melanoma of back,2
cancer,XaCKx,Malignant neoplasm of canthus,2
cancer,XaD2P,Malignant neoplasm of pinna NEC,2
cancer,XaD2Q,Malignant neoplasm of skin of scapular region,2
cancer,XaEGU,Malignant melanoma of chest wall,2
cancer,XaEGV,Malignant neoplasm of upper eyelid,2
cancer,XaEGW,Malignant neoplasm of lower eyelid,2
cancer,XaELI,Lambda light chain myeloma,2
cancer,XaELJ,Seminoma of undescended testis,2
cancer,XaELK,Seminoma of descended testis,2
cancer,XaELL,Teratoma of descended testis,2
cancer,XaELM,Teratoma of undescended testis,2
cancer,XaEY9,Malignant neoplasm of mesentery,2
cancer,XaJM3,Osteosarcoma,2
cancer,XaKWz,Malignant sacral teratoma,2
cancer,XE1vb,"Malignant neoplasm of upper lobe, bronchus or lung",2
cancer,XE1vc,Lung cancer,2
cancer,XE1vd,Chondroma,2
cancer,XE1ve,Malignant neoplasm of carpal bones,2
cancer,XE1vf,Malignant neoplasm of short bones of leg,2
cancer,XE1vh,Epithelioma,2
cancer,XE1vi,Malignant neoplasm of cervix uteri,2
cancer,XE1vj,Malignant neoplasm of vulva unspecified,2
cancer,XE1vk,Malignant neoplasm of testis NOS,2
cancer,XE1vl,Phaeochromocytoma,2
cancer,XE1vN,Cancers,2
cancer,XE1vo,Malignant neoplasm of lymphatic and haemopoietic tissue,2
cancer,XE1vO,Malignant neoplasm of lip,2
cancer,XE1vp,Reticulosarcoma - follicular or nodular,2
cancer,XE1vP,Carcinoma of digestive organs and peritoneum,2
cancer,XE1vq,Lymphoid and histiocytic malignancy NOS,2
cancer,XE1vQ,Malignant neoplasm of oesophagus NOS,2
cancer,XE1vr,Heilmeyer - Schoner disease,2
cancer,XE1vR,Malignant neoplasm of stomach,2
cancer,XE1vU,Carcinoma of caecum,2
cancer,XE1vV,Malignant neoplasm of colon NOS,2
cancer,XE1vW,Rectal carcinoma,2
cancer,XE1vX,Anal carcinoma,2
cancer,XE1vY,Carcinoma gallbladder,2
cancer,XE1vZ,Carcinoma of respiratory tract and intrathoracic organs,2
cancer,XE1wg,[X]Mesothelioma of lung,2
cancer,XE1wn,Malignant neoplasm of lip,2
cancer,XE2rk,"[X]Malignant neoplasm of lip, oral cavity and pharynx",2
cancer,XE2rk,"Carcinoma of lip, oral cavity and pharynx",2
cancer,XE2t9,"[X]Non-Hodgkin's lymphoma, unspecified type",2
cancer,XE2vi,Di Guglielmo's disease,2
cancer,XE2vN,Malignant neoplasm of common bile duct,2
cancer,XE2vO,"Carcinoma of bone, connective tissue, skin and breast",2
cancer,XE2vP,Malignant neoplasm of genitourinary organ,2
cancer,XE2vQ,Malig neop of kidney and other unspecified urinary organs,2
cancer,XE2vR,Malignant neoplasm of other and unspecified sites,2
cancer,XE2vS,Malignant neoplasm of brain,2
cancer,XM00E,"Malignant neoplasm of lower lip, inner aspect",2
cancer,XM00E,"Malignant neoplasm of lower lip, oral aspect",2
cancer,XM1ML,Epithelioma,2
cancer,XM1P4,Malignant neoplasm of vulva unspecified,2
cancer,XM1Ps,Malignant neoplasm of brain,2
cancer,XM1Qz,Lymphoid and histiocytic malignancy NOS,2
cancer,ZV10.,[V]Personal history of malignant neoplasm,2
cancer,ZV100,[V]Personal history of malignant neoplasm of stomach,2
cancer,ZV101,[V]Personal history of malignant neoplasm of lung,2
cancer,ZV102,[V]Personal history of malignant neoplasm of nose,2
cancer,ZV103,[V]Personal history of malignant neoplasm of breast,2
cancer,ZV104,[V]Personal history of malignant neoplasm of genital organ,2
cancer,ZV105,[V]Personal history of malignant neoplasm of bladder,2
cancer,ZV106,[V]Personal history of leukaemia,2
cancer,ZV107,[V]Personal history of other haematopoietic neoplasm,2
cancer,ZV10y,[V]Personal history of malignant neoplasm of bone,2
cancer,ZV10z,[V]Personal history of unspecified malignant neoplasm,2
cerebrovascular disease,14A7.,H/O: CVA/stroke,1
cerebrovascular disease,662M.,Stroke monitoring,1
cerebrovascular disease,70043,Evacuation of intracerebral haematoma NEC,1
cerebrovascular disease,F11x2,Cerebral degeneration due to cerebrovascular disease,1
cerebrovascular disease,G6...,[X]Cerebrovascular diseases,1
cerebrovascular disease,G6...,Cerebrovascular disease,1
cerebrovascular disease,G60..,Subarachnoid haemorrhage,1
cerebrovascular disease,G600.,Ruptured berry aneurysm,1
cerebrovascular disease,G601.,Subarachnoid haemorrhage from carotid siphon and bifurcation,1
cerebrovascular disease,G602.,Subarachnoid haemorrhage from middle cerebral artery,1
cerebrovascular disease,G603.,Subarachnoid haemorrhage from anterior communicating artery,1
cerebrovascular disease,G604.,Subarachnoid haemorrhage from posterior communicating artery,1
cerebrovascular disease,G605.,Subarachnoid haemorrhage from basilar artery,1
cerebrovascular disease,G606.,Subarachnoid haemorrhage from vertebral artery,1
cerebrovascular disease,G60X.,"Subarachnoid haemorrh from intracranial artery, unspecif",1
cerebrovascular disease,G60z.,Subarachnoid haemorrhage NOS,1
cerebrovascular disease,G61..,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
cerebrovascular disease,G613.,Cerebellar haemorrhage,1
cerebrovascular disease,G617.,"Intracerebral haemorrhage, intraventricular",1
cerebrovascular disease,G618.,"Intracerebral haemorrhage, multiple localized",1
cerebrovascular disease,G61X.,"Intracerebral haemorrhage in hemisphere, unspecified",1
cerebrovascular disease,G61X0,"Left sided intracerebral haemorrhage, unspecified",1
cerebrovascular disease,G61X1,"Right sided intracerebral haemorrhage, unspecified",1
cerebrovascular disease,G61z.,Intracerebral haemorrhage NOS,1
cerebrovascular disease,G623.,Subdural haemorrhage NOS,1
cerebrovascular disease,G62z.,Intracranial haemorrhage NOS,1
cerebrovascular disease,G63..,Stenosis of precerebral arteries,1
cerebrovascular disease,G633.,Multiple and bilateral precerebral arterial occlusion,1
cerebrovascular disease,G63y.,Other precerebral artery occlusion,1
cerebrovascular disease,G63z.,Precerebral artery occlusion NOS,1
cerebrovascular disease,G64..,Stroke due to cerebral arterial occlusion,1
cerebrovascular disease,G640.,Stroke due to cerebral arterial occlusion,1
cerebrovascular disease,G6410,Cerebral infarction due to embolism of cerebral arteries,1
cerebrovascular disease,G65..,Transient cerebral ischaemia,1
cerebrovascular disease,G65y.,Other transient cerebral ischaemia,1
cerebrovascular disease,G65z.,Transient cerebral ischaemia NOS,1
cerebrovascular disease,G65zz,Transient cerebral ischaemia NOS,1
cerebrovascular disease,G66..,CVA unspecified,1
cerebrovascular disease,G660.,Middle cerebral artery syndrome,1
cerebrovascular disease,G661.,Anterior cerebral artery syndrome,1
cerebrovascular disease,G662.,Posterior cerebral artery syndrome,1
cerebrovascular disease,G663.,Brain stem stroke syndrome,1
cerebrovascular disease,G664.,Cerebellar stroke syndrome,1
cerebrovascular disease,G665.,Pure motor lacunar syndrome,1
cerebrovascular disease,G666.,Pure sensory lacunar syndrome,1
cerebrovascular disease,G667.,Left sided CVA,1
cerebrovascular disease,G668.,Right sided CVA,1
cerebrovascular disease,G669.,"Cerebral palsy, not congenital or infantile, acute",1
cerebrovascular disease,G67..,Other cerebrovascular disease,1
cerebrovascular disease,G671.,Generalised ischaemic cerebrovascular disease NOS,1
cerebrovascular disease,G671z,Generalised ischaemic cerebrovascular disease NOS,1
cerebrovascular disease,G6774,Occlusion of multiple and bilat cerebral arteries,1
cerebrovascular disease,G67y.,Other cerebrovascular disease OS,1
cerebrovascular disease,G67z.,Other cerebrovascular disease NOS,1
cerebrovascular disease,G68..,Late effects of cerebrovascular disease,1
cerebrovascular disease,G680.,Sequelae of subarachnoid haemorrhage,1
cerebrovascular disease,G681.,Sequelae of intracerebral haemorrhage,1
cerebrovascular disease,G68W.,Sequelae/other  unspecified cerebrovascular diseases,1
cerebrovascular disease,G6y..,Other specified cerebrovascular disease,1
cerebrovascular disease,G6z..,Cerebrovascular disease NOS,1
cerebrovascular disease,Gyu6.,[X]Cerebrovascular diseases,1
cerebrovascular disease,Gyu60,[X]Subarachnoid haemorrhage from other intracranial arteries,1
cerebrovascular disease,Gyu60,Subarachnoid haemorrhage from anterior communicating artery,1
cerebrovascular disease,Gyu60,Subarachnoid haemorrhage from middle cerebral artery,1
cerebrovascular disease,Gyu60,Subarachnoid haemorrhage from posterior communicating artery,1
cerebrovascular disease,Gyu61,[X]Other subarachnoid haemorrhage,1
cerebrovascular disease,Gyu62,[X]Other intracerebral haemorrhage,1
cerebrovascular disease,Gyu65,[X]Occlusion and stenosis of other precerebral arteries,1
cerebrovascular disease,Gyu66,[X]Occlusion and stenosis of other cerebral arteries,1
cerebrovascular disease,Gyu67,[X]Other specified cerebrovascular diseases,1
cerebrovascular disease,Gyu6D,[X]Sequelae/other  unspecified cerebrovascular diseases,1
cerebrovascular disease,Gyu6D,Sequelae/other  unspecified cerebrovascular diseases,1
cerebrovascular disease,Gyu6E,"Subarachnoid haemorrh from intracranial artery, unspecif",1
cerebrovascular disease,Gyu6F,"[X]Intracerebral haemorrhage in hemisphere, unspecified",1
cerebrovascular disease,Gyu6F,"Intracerebral haemorrhage in hemisphere, unspecified",1
cerebrovascular disease,S62..,Subarachnoid haemorrhage following injury,1
cerebrovascular disease,S620.,Closed traumatic subarachnoid haemorrhage,1
cerebrovascular disease,S621.,Open traumatic subarachnoid haemorrhage,1
cerebrovascular disease,S627.,Traumatic subarachnoid haemorrhage,1
cerebrovascular disease,S628.,Subarachnoid haemorrhage following injury,1
cerebrovascular disease,S628.,Traumatic subdural haemorrhage,1
cerebrovascular disease,X00D1,CVA unspecified,1
cerebrovascular disease,X00D3,Stroke due to cerebral arterial occlusion,1
cerebrovascular disease,X00D4,Stenosis of precerebral arteries,1
cerebrovascular disease,X00DB,Pure motor lacunar syndrome,1
cerebrovascular disease,X00DC,Pure sensory lacunar syndrome,1
cerebrovascular disease,X00DW,Transient cerebral ischaemia,1
cerebrovascular disease,X203V,Stenosis of precerebral arteries,1
cerebrovascular disease,Xa00T,Transient cerebral ischaemia,1
cerebrovascular disease,Xa01h,Subarachnoid haemorrhage from middle cerebral artery,1
cerebrovascular disease,Xa01j,Subarachnoid haemorrhage from anterior communicating artery,1
cerebrovascular disease,Xa01k,Subarachnoid haemorrhage from posterior communicating artery,1
cerebrovascular disease,Xa01l,Subarachnoid haemorrhage from basilar artery,1
cerebrovascular disease,XA0B9,Closed traumatic subarachnoid haemorrhage,1
cerebrovascular disease,XA0BH,Subarachnoid haemorrhage following injury,1
cerebrovascular disease,XA0BH,Traumatic subarachnoid haemorrhage,1
cerebrovascular disease,Xa0kZ,Stroke due to cerebral arterial occlusion,1
cerebrovascular disease,Xa1uW,Subarachnoid haemorrhage,1
cerebrovascular disease,XaBE2,"Cerebral palsy, not congenital or infantile, acute",1
cerebrovascular disease,XaBM4,"Left sided intracerebral haemorrhage, unspecified",1
cerebrovascular disease,XaBM5,"Right sided intracerebral haemorrhage, unspecified",1
cerebrovascular disease,XaKK3,Subdural haemorrhage NOS,1
cerebrovascular disease,XaQbK,Pure motor lacunar syndrome,1
cerebrovascular disease,XaQbM,Pure sensory lacunar syndrome,1
cerebrovascular disease,XE0VF,CVA - cerebrovascular accid due to intracerebral haemorrhage,1
cerebrovascular disease,XE0VG,Stenosis of precerebral arteries,1
cerebrovascular disease,XE0VI,Stroke due to cerebral arterial occlusion,1
cerebrovascular disease,XE0VK,Transient cerebral ischaemia,1
cerebrovascular disease,XE1m2,Subarachnoid haemorrhage following injury,1
cerebrovascular disease,XE1m3,Closed traumatic subarachnoid haemorrhage,1
cerebrovascular disease,XE2aB,CVA unspecified,1
cerebrovascular disease,XE2te,H/O: CVA/stroke,1
cerebrovascular disease,XM1R2,H/O: CVA/stroke,1
cerebrovascular disease,XM1R3,H/O: CVA/stroke,1
chronic pulmonary disease,14B4.,H/O: asthma,1
chronic pulmonary disease,173A.,Exercise induced asthma,1
chronic pulmonary disease,173c.,Occupational asthma,1
chronic pulmonary disease,1O2..,Asthma confirmed,1
chronic pulmonary disease,663e.,Asthma restricts exercise,1
chronic pulmonary disease,663f.,Asthma never restricts exercise,1
chronic pulmonary disease,663h.,Asthma - currently dormant,1
chronic pulmonary disease,663N.,Asthma disturbing sleep,1
chronic pulmonary disease,663N0,Asthma causing night waking,1
chronic pulmonary disease,663N1,Asthma disturbs sleep weekly,1
chronic pulmonary disease,663P.,Asthma limiting activities,1
chronic pulmonary disease,663q.,Asthma daytime symptoms,1
chronic pulmonary disease,663r.,Asthma causes night symptoms 1 to 2 times per month,1
chronic pulmonary disease,663s.,Asthma never causes daytime symptoms,1
chronic pulmonary disease,663t.,Asthma causes daytime symptoms 1 to 2 times per month,1
chronic pulmonary disease,663u.,Asthma causes daytime symptoms 1 to 2 times per week,1
chronic pulmonary disease,663v.,Asthma causes daytime symptoms most days,1
chronic pulmonary disease,663V0,Occasional asthma,1
chronic pulmonary disease,663V1,Mild asthma,1
chronic pulmonary disease,663V2,Moderate asthma,1
chronic pulmonary disease,663V3,Severe asthma,1
chronic pulmonary disease,663W.,Asthma prophylactic medication used,1
chronic pulmonary disease,66YC.,Absent from work or school due to asthma,1
chronic pulmonary disease,66YP.,Asthma night-time symptoms,1
chronic pulmonary disease,8H2P.,"Emergency admission, asthma",1
chronic pulmonary disease,9OJ1.,Attends asthma monitoring,1
chronic pulmonary disease,9OJA.,Asthma monitored,1
chronic pulmonary disease,H3...,Obstructive chronic bronchitis,1
chronic pulmonary disease,H30..,Chest infection - unspecified bronchitis,1
chronic pulmonary disease,H300.,Tracheobronchitis NOS,1
chronic pulmonary disease,H30z.,Bronchitis NOS,1
chronic pulmonary disease,H31..,Chronic bronchitis,1
chronic pulmonary disease,H310.,Chronic catarrhal bronchitis,1
chronic pulmonary disease,H310.,Simple chronic bronchitis,1
chronic pulmonary disease,H3100,Chronic catarrhal bronchitis,1
chronic pulmonary disease,H3101,Smokers' cough,1
chronic pulmonary disease,H310z,Simple chronic bronchitis NOS,1
chronic pulmonary disease,H311.,Mucopurulent chronic bronchitis,1
chronic pulmonary disease,H3110,Purulent chronic bronchitis,1
chronic pulmonary disease,H3111,Fetid chronic bronchitis,1
chronic pulmonary disease,H311z,Mucopurulent chronic bronchitis NOS,1
chronic pulmonary disease,H312.,Obstructive chronic bronchitis,1
chronic pulmonary disease,H3120,Chest infection - unspecified bronchitis,1
chronic pulmonary disease,H3120,Chronic asthmatic bronchitis,1
chronic pulmonary disease,H3121,Emphysematous bronchitis,1
chronic pulmonary disease,H312z,Obstructive chronic bronchitis,1
chronic pulmonary disease,H312z,Obstructive chronic bronchitis NOS,1
chronic pulmonary disease,H313.,Mixed simple and mucopurulent chronic bronchitis,1
chronic pulmonary disease,H31y.,Other chronic bronchitis,1
chronic pulmonary disease,H31y1,Chronic tracheobronchitis,1
chronic pulmonary disease,H31yz,Other chronic bronchitis NOS,1
chronic pulmonary disease,H31z.,Chronic bronchitis NOS,1
chronic pulmonary disease,H32..,Emphysema,1
chronic pulmonary disease,H320.,Chronic bullous emphysema,1
chronic pulmonary disease,H3200,Segmental bullous emphysema,1
chronic pulmonary disease,H3202,Giant bullous emphysema,1
chronic pulmonary disease,H320z,Chronic bullous emphysema NOS,1
chronic pulmonary disease,H321.,Panlobular emphysema,1
chronic pulmonary disease,H322.,Centrilobular emphysema,1
chronic pulmonary disease,H32y.,Other emphysema,1
chronic pulmonary disease,H32y0,Acute vesicular emphysema,1
chronic pulmonary disease,H32y1,Atrophic (senile) emphysema,1
chronic pulmonary disease,H32y2,MacLeod's unilateral emphysema,1
chronic pulmonary disease,H32y2,Other emphysema NOS,1
chronic pulmonary disease,H32yz,Other emphysema NOS,1
chronic pulmonary disease,H32z.,Emphysema NOS,1
chronic pulmonary disease,H33..,Asthma,1
chronic pulmonary disease,H330.,Pollen asthma,1
chronic pulmonary disease,H3300,Hay fever with asthma,1
chronic pulmonary disease,H3301,Extrinsic asthma with asthma attack,1
chronic pulmonary disease,H330z,Extrinsic asthma NOS,1
chronic pulmonary disease,H331.,Intrinsic asthma,1
chronic pulmonary disease,H3310,Intrinsic asthma without status asthmaticus,1
chronic pulmonary disease,H3311,Intrinsic asthma with status asthmaticus,1
chronic pulmonary disease,H331z,Intrinsic asthma,1
chronic pulmonary disease,H331z,Intrinsic asthma NOS,1
chronic pulmonary disease,H332.,Mixed asthma,1
chronic pulmonary disease,H333.,Acute exacerbation of asthma,1
chronic pulmonary disease,H334.,Brittle asthma,1
chronic pulmonary disease,H33z.,Asthma unspecified,1
chronic pulmonary disease,H33z0,Severe asthma attack,1
chronic pulmonary disease,H33z1,Asthma attack NOS,1
chronic pulmonary disease,H33z2,Late-onset asthma,1
chronic pulmonary disease,H33zz,Exercise induced asthma,1
chronic pulmonary disease,H34..,Bronchiectasis,1
chronic pulmonary disease,H340.,Recurrent bronchiectasis,1
chronic pulmonary disease,H341.,Post-infective bronchiectasis,1
chronic pulmonary disease,H34z.,Bronchiectasis NOS,1
chronic pulmonary disease,H35..,Extrinsic allergic alveolitis,1
chronic pulmonary disease,H350.,Farmers' lung,1
chronic pulmonary disease,H351.,Bagassosis,1
chronic pulmonary disease,H352.,Bird-fancier's lung,1
chronic pulmonary disease,H3520,Budgerigar-fanciers' lung,1
chronic pulmonary disease,H3521,Pigeon-fanciers' lung,1
chronic pulmonary disease,H352z,Bird-fancier's lung NOS,1
chronic pulmonary disease,H353.,Suberosis ( cork-handlers' lung ),1
chronic pulmonary disease,H354.,Malt workers' lung,1
chronic pulmonary disease,H355.,Mushroom workers' lung,1
chronic pulmonary disease,H356.,Maple bark strippers' lung,1
chronic pulmonary disease,H35y.,Other allergic alveolitis,1
chronic pulmonary disease,H35y3,Furriers' lung,1
chronic pulmonary disease,H35y5,Pituitary snuff-takers' disease,1
chronic pulmonary disease,H35y6,Sequoiosis (red-cedar asthma),1
chronic pulmonary disease,H35y7,Wood asthma,1
chronic pulmonary disease,H35yz,Other allergic alveolitis NOS,1
chronic pulmonary disease,H35z.,Allergic alveolitis and pneumonitis NOS,1
chronic pulmonary disease,H35z1,Hypersensitivity pneumonitis NOS,1
chronic pulmonary disease,H35zz,Allergic alveolitis and pneumonitis NOS,1
chronic pulmonary disease,H3z..,Chronic obstructive pulmonary disease NOS,1
chronic pulmonary disease,H40..,Coal workers' pneumoconiosis,1
chronic pulmonary disease,H41..,Asbestosis,1
chronic pulmonary disease,H410.,Pleural plaque disease due to asbestosis,1
chronic pulmonary disease,H41z.,Asbestosis NOS,1
chronic pulmonary disease,H42..,Silica and silicate pneumoconiosis,1
chronic pulmonary disease,H420.,Talc pneumoconiosis,1
chronic pulmonary disease,H423.,Massive silicotic fibrosis,1
chronic pulmonary disease,H42z.,Silica pneumoconiosis NOS,1
chronic pulmonary disease,H43..,Pneumoconiosis due to other inorganic dust,1
chronic pulmonary disease,H430.,Aluminosis of lung,1
chronic pulmonary disease,H431.,Bauxite fibrosis of lung,1
chronic pulmonary disease,H432.,Berylliosis,1
chronic pulmonary disease,H434.,Siderosis,1
chronic pulmonary disease,H435.,Stannosis,1
chronic pulmonary disease,H43z.,Pneumoconiosis due to inorganic dust NOS,1
chronic pulmonary disease,H440.,Byssinosis,1
chronic pulmonary disease,H441.,Cannabinosis,1
chronic pulmonary disease,H442.,Flax-dressers' disease,1
chronic pulmonary disease,H45..,Pneumoconiosis NOS,1
chronic pulmonary disease,H460.,Bronchitis and pneumonitis due to chemical fumes,1
chronic pulmonary disease,H460z,Bronchitis and pneumonitis due to chemical fumes NOS,1
chronic pulmonary disease,H4640,Chronic emphysema due to chemical fumes,1
chronic pulmonary disease,H4641,Obliterative bronchiolitis due to chemical fumes,1
chronic pulmonary disease,H4642,Chronic pulmonary fibrosis due to chemical fumes,1
chronic pulmonary disease,H47y0,Detergent asthma,1
chronic pulmonary disease,H4y10,Chronic pulmonary fibrosis following radiation,1
chronic pulmonary disease,H4z..,Lung disease due to external agents NOS,1
chronic pulmonary disease,H57y.,Lung disease with diseases EC,1
chronic pulmonary disease,H57yz,Lung disease with diseases EC NOS,1
chronic pulmonary disease,H581.,Atrophic (senile) emphysema,1
chronic pulmonary disease,H581.,Interstitial emphysema,1
chronic pulmonary disease,H582.,Compensatory emphysema,1
chronic pulmonary disease,Hyu30,[X]Other emphysema,1
chronic pulmonary disease,Hyu40,[X]Pneumoconiosis due to other dust containing silica,1
chronic pulmonary disease,Hyu41,[X]Pneumoconiosis due to other specified inorganic dusts,1
chronic pulmonary disease,Hyu43,[X]Hypersensitivity pneumonitis due to other organic dusts,1
chronic pulmonary disease,SK07.,Subcutaneous emphysema,1
chronic pulmonary disease,Ua1AX,Brittle asthma,1
chronic pulmonary disease,X1006,Chest infection - unspecified bronchitis,1
chronic pulmonary disease,X101s,Subcutaneous emphysema,1
chronic pulmonary disease,X101t,Pollen asthma,1
chronic pulmonary disease,X101u,Intrinsic asthma,1
chronic pulmonary disease,X101u,Late-onset asthma,1
chronic pulmonary disease,X101U,Pleural plaque disease due to asbestosis,1
chronic pulmonary disease,X101x,Pollen asthma,1
chronic pulmonary disease,X101y,Extrinsic asthma with asthma attack,1
chronic pulmonary disease,X101z,Exercise induced asthma,1
chronic pulmonary disease,X1020,Hay fever with asthma,1
chronic pulmonary disease,X1020,Pollen asthma,1
chronic pulmonary disease,X1022,Intrinsic asthma with status asthmaticus,1
chronic pulmonary disease,X1025,Occupational asthma,1
chronic pulmonary disease,Xa0lZ,Exercise induced asthma,1
chronic pulmonary disease,Xa1hD,Acute exacerbation of asthma,1
chronic pulmonary disease,Xa9zf,Acute exacerbation of asthma,1
chronic pulmonary disease,Xa9zf,Severe asthma attack,1
chronic pulmonary disease,XaDvL,Asthma - currently dormant,1
chronic pulmonary disease,XaEKI,Flax-dressers' disease,1
chronic pulmonary disease,Xafdj,Severe asthma attack,1
chronic pulmonary disease,XaIIZ,Asthma daytime symptoms,1
chronic pulmonary disease,XaINa,Asthma never causes daytime symptoms,1
chronic pulmonary disease,XaINb,Asthma causes daytime symptoms 1 to 2 times per month,1
chronic pulmonary disease,XaINc,Asthma causes daytime symptoms 1 to 2 times per week,1
chronic pulmonary disease,XaINd,Asthma causes daytime symptoms most days,1
chronic pulmonary disease,XaINZ,Asthma causes night symptoms 1 to 2 times per month,1
chronic pulmonary disease,XaIoE,Asthma night-time symptoms,1
chronic pulmonary disease,XaIQg,Atrophic (senile) emphysema,1
chronic pulmonary disease,XaIQg,Interstitial emphysema,1
chronic pulmonary disease,XaIQh,Interstitial emphysema,1
chronic pulmonary disease,XaIR3,Absent from work or school due to asthma,1
chronic pulmonary disease,XaIuG,Asthma confirmed,1
chronic pulmonary disease,XE0YL,Chest infection - unspecified bronchitis,1
chronic pulmonary disease,XE0YM,Fetid chronic bronchitis,1
chronic pulmonary disease,XE0YM,Purulent chronic bronchitis,1
chronic pulmonary disease,XE0YO,Atrophic (senile) emphysema,1
chronic pulmonary disease,XE0YP,Other emphysema NOS,1
chronic pulmonary disease,XE0YQ,Pollen asthma,1
chronic pulmonary disease,XE0YR,Hay fever with asthma,1
chronic pulmonary disease,XE0YS,Extrinsic asthma with asthma attack,1
chronic pulmonary disease,XE0YT,Intrinsic asthma,1
chronic pulmonary disease,XE0YU,Intrinsic asthma with status asthmaticus,1
chronic pulmonary disease,XE0YV,Severe asthma attack,1
chronic pulmonary disease,XE0YW,Asthma attack NOS,1
chronic pulmonary disease,XE0YW,Severe asthma attack,1
chronic pulmonary disease,XE0YX,Exercise induced asthma,1
chronic pulmonary disease,XE1oC,Subcutaneous emphysema,1
chronic pulmonary disease,XE2Nb,Asthma monitored,1
chronic pulmonary disease,XM0s2,Asthma attack NOS,1
congestive heart disease,14A6.,H/O: heart failure,1
congestive heart disease,14AM.,H/O: Heart failure in last year,1
congestive heart disease,1O1..,Heart failure confirmed,1
congestive heart disease,662W.,Heart failure annual review,1
congestive heart disease,8B29.,Cardiac failure therapy,1
congestive heart disease,8CL3.,Heart failure care plan discussed with patient,1
congestive heart disease,8H2S.,Admit heart failure emergency,1
congestive heart disease,G232.,Hypertensive heart&renal dis wth (congestive) heart failure,1
congestive heart disease,G5540,Congestive cardiomyopathy,1
congestive heart disease,G58..,Cardiac failure NOS,1
congestive heart disease,G58..,Heart failure,1
congestive heart disease,G580.,Right heart failure,1
congestive heart disease,G5800,Acute congestive heart failure,1
congestive heart disease,G5801,Chronic congestive heart failure,1
congestive heart disease,G5802,Decompensated cardiac failure,1
congestive heart disease,G5803,Compensated cardiac failure,1
congestive heart disease,G581.,Left ventricular failure,1
congestive heart disease,G5810,Acute left ventricular failure,1
congestive heart disease,G582.,Acute heart failure,1
congestive heart disease,G58z.,Cardiac failure NOS,1
congestive heart disease,SP111,Heart failure as a complication of care,1
congestive heart disease,X102X,Left ventricular failure,1
congestive heart disease,X102Y,Left ventricular failure,1
congestive heart disease,X201W,Congestive cardiomyopathy,1
congestive heart disease,X202k,Heart failure as a complication of care,1
congestive heart disease,X202l,Right heart failure,1
congestive heart disease,XaBLt,Cardiac failure therapy,1
congestive heart disease,XaBwi,H/O: Heart failure in last year,1
congestive heart disease,XaIpn,Heart failure confirmed,1
congestive heart disease,XaIQN,Heart failure annual review,1
congestive heart disease,XaKNW,Admit heart failure emergency,1
congestive heart disease,XaLNA,Heart failure care plan discussed with patient,1
congestive heart disease,XE0Uz,Congestive cardiomyopathy,1
congestive heart disease,XE0V8,Right heart failure,1
congestive heart disease,XE0V9,Cardiac failure NOS,1
congestive heart disease,XE1p9,Heart failure as a complication of care,1
congestive heart disease,XE2QG,Left ventricular failure,1
congestive heart disease,XM1Qn,Left ventricular failure,1
dementia,E00..,Senile/presenile dementia,1
dementia,E000.,Uncomplicated senile dementia,1
dementia,E001.,[X] Senile dementia NOS,1
dementia,E001.,Presenile dementia,1
dementia,E0010,Uncomplicated presenile dementia,1
dementia,E001z,Presenile dementia NOS,1
dementia,E002.,[X] Senile dementia NOS,1
dementia,E004.,Multi infarct dementia,1
dementia,E0040,Uncomplicated arteriosclerotic dementia,1
dementia,E0041,Arteriosclerotic dementia with delirium,1
dementia,E0042,Arteriosclerotic dementia with paranoia,1
dementia,E0043,Arteriosclerotic dementia with depression,1
dementia,E004z,Arteriosclerotic dementia NOS,1
dementia,E00z.,[X] Senile dementia NOS,1
dementia,E041.,Dementia in conditions EC,1
dementia,Eu00.,[X]Dementia in Alzheimer's disease,1
dementia,Eu00.,"[X]Senile dementia,Alzheimer's type",1
dementia,Eu000,"[X]Presenile dementia,Alzheimer's type",1
dementia,Eu001,"[X]Senile dementia,Alzheimer's type",1
dementia,Eu002,"[X]Dementia in Alzheimer's dis, atypical or mixed type",1
dementia,Eu00z,[X]Alzheimer's dementia unspec,1
