gprdmedcode,Read/OXMIS term,Read/OXMIS code,Charlson disease category,Charlson score weight
342045,O/E - left eye preproliferative diabetic retinopathy,2BBS.00,Diabetes with complications,2
340163,Non-insulin depend diabetes mellitus with diabetic cataract,C109E00,Diabetes with complications,2
340357,Type 2 diabetes mellitus with retinopathy,C10F600,Diabetes with complications,2
297737,Insulin dependent diabetes mellitus with polyneuropathy,C108C00,Diabetes with complications,2
336008,Type I diabetes mellitus with neurological complications,C108211,Diabetes with complications,2
340987,Type 1 diabetes mellitus with renal complications,C10E000,Diabetes with complications,2
310061,Type II diabetes mellitus with neuropathic arthropathy,C109H11,Diabetes with complications,2
297731,Diabetes mellitus with neurological manifestation,C106.00,Diabetes with complications,2
308830,Type II diabetes mellitus with retinopathy,C109611,Diabetes with complications,2
233989,Diabetic polyneuropathy,F372.11,Diabetes with complications,2
344951,O/E - right eye stable treated prolif diabetic retinopathy,2BBk.00,Diabetes with complications,2
243072,Diabetic retinopathy NOS,F420z00,Diabetes with complications,2
288458,Diabetes mellitus NOS with ophthalmic manifestation,C105z00,Diabetes with complications,2
233604,"Diabetes mellitus, adult onset,  ophthalmic manifestation",C105100,Diabetes with complications,2
340333,Type 1 diabetes mellitus with nephropathy,C10ED00,Diabetes with complications,2
308871,Type I diabetes mellitus with diabetic cataract,C108F11,Diabetes with complications,2
331568,Type I diabetes mellitus with renal complications,C108011,Diabetes with complications,2
346291,Type II diabetes mellitus with nephropathy,C10FC11,Diabetes with complications,2
340162,Type 1 diabetes mellitus with renal complications,C108012,Diabetes with complications,2
340507,Type II diabetes mellitus with mononeuropathy,C109A11,Diabetes with complications,2
252180,Diabetic amyotrophy,F381311,Diabetes with complications,2
308872,Type II diabetes mellitus with nephropathy,C109C11,Diabetes with complications,2
347405,Type 1 diabetes mellitus with gastroparesis,C10EQ00,Diabetes with complications,2
279345,Non-insulin dependent diabetes mellitus with mononeuropathy,C109A00,Diabetes with complications,2
308715,Insulin dependent diabetes mellitus with diabetic cataract,C108F00,Diabetes with complications,2
206453,Diabetic nephropathy,C104.11,Diabetes with complications,2
342033,O/E - right eye preproliferative diabetic retinopathy,2BBR.00,Diabetes with complications,2
333621,Type 1 diabetes mellitus with neuropathic arthropathy,C108J12,Diabetes with complications,2
347771,Type II diabetes mellitus with polyneuropathy,C10FB11,Diabetes with complications,2
297733,Other specified diabetes mellitus with neurological comps,C106y00,Diabetes with complications,2
256383,KIMMELSTIEL- WILSON DISEASE/SYNDROME,250 LK,Diabetes with complications,2
340257,Type 2 diabetes mellitus with neuropathic arthropathy,C10FH00,Diabetes with complications,2
341459,Type 2 diabetes mellitus with renal complications,C10F000,Diabetes with complications,2
297730,Diabetes mellitus with ophthalmic manifestation,C105.00,Diabetes with complications,2
261428,Proliferative diabetic retinopathy,F420100,Diabetes with complications,2
333249,Type II diabetes mellitus with neurological complications,C109211,Diabetes with complications,2
261003,Diabetes mellitis with nephropathy NOS,C104z00,Diabetes with complications,2
341221,Type 1 diabetes mellitus with ophthalmic complications,C10E100,Diabetes with complications,2
252149,Flaccid paraplegia,F241000,Hemiplegia,2
274857,SPASTIC PARAPLEGIA,343 PR,Hemiplegia,2
206807,Left hemiplegia,F222.00,Hemiplegia,2
230636,O/E - paraplegia,2835,Hemiplegia,2
229298,HYPERTENSIVE HEMIPLEGIA,4360HP,Hemiplegia,2
303526,PARAPLEGIA,344 G,Hemiplegia,2
298079,Hemiplegia NOS,F22z.00,Hemiplegia,2
215803,Congenital paraplegia,F230000,Hemiplegia,2
267273,O/E - hemiplegia,2833,Hemiplegia,2
210999,HEMIPLEGIA FLACCID,344 BF,Hemiplegia,2
306294,HEMIPLEGIA LEFT,344 BL,Hemiplegia,2
233950,Spastic hemiplegia,F221.00,Hemiplegia,2
270646,Right hemiplegia,F223.00,Hemiplegia,2
261371,Paraplegia - congenital,F230.11,Hemiplegia,2
233953,Spastic paraplegia,F241100,Hemiplegia,2
220200,HEMIPLEGIA WITH HYPERTENSION,4380HP,Hemiplegia,2
206809,Paraplegia,F241.00,Hemiplegia,2
303524,PARALYSIS HEMIPLEGIA,344 B,Hemiplegia,2
288812,Hereditary spastic paraplegia,F141.00,Hemiplegia,2
306295,HEMIPLEGIA RIGHT,344 BR,Hemiplegia,2
279697,Flaccid hemiplegia,F220.00,Hemiplegia,2
288823,Hemiplegia,F22..00,Hemiplegia,2
202046,SPASTIC HEMIPLEGIA,344 SH,Hemiplegia,2
206177,Secondary and unspec malig neop post mediastinal lymph nodes,B561400,Metastatic tumour,6
242365,Secondary malignant neoplasm of tongue,B58y900,Metastatic tumour,6
215186,Malignant neoplasm of other and unspecified site OS,B5y..00,Metastatic tumour,6
251544,Secondary and unspec malig neop common iliac lymph nodes,B562300,Metastatic tumour,6
206180,Secondary and unspec malig neop pectoral lymph nodes,B563300,Metastatic tumour,6
215178,Secondary malignant neoplasm of large intestine and rectum,B575.00,Metastatic tumour,6
224209,Secondary malignant neoplasm of rectum,B575100,Metastatic tumour,6
306060,MALIGNANT ASCITES,1976A,Metastatic tumour,6
206186,Secondary malignant neoplasm of vagina,B58y300,Metastatic tumour,6
233330,Malignant neoplasm of other and unspecified site NOS,B5z..00,Metastatic tumour,6
215183,Secondary cancer of the vulva,B58y411,Metastatic tumour,6
215175,Secondary and unspec malig neop popliteal lymph nodes,B564200,Metastatic tumour,6
297414,Secondary malignant neoplasm of testis,B58y600,Metastatic tumour,6
224214,Secondary malignant neoplasm of ovary,B586.00,Metastatic tumour,6
206182,Secondary malignant neoplasm of other respiratory organs,B573.00,Metastatic tumour,6
283763,SECONDARY NEOPLASTIC DEPOSITS MULTI SITE,1968M,Metastatic tumour,6
303139,SECONDARY NEOPLASTIC DEPOSITS LIVER,1977,Metastatic tumour,6
251556,Primary malignant neoplasm of unknown site,B593.00,Metastatic tumour,6
206184,Secondary malignant neoplasm of other specified sites,B58..00,Metastatic tumour,6
224210,Secondary malignant neoplasm of urethra,B581200,Metastatic tumour,6
251545,Secondary and unspec malig neop supratrochlear lymph nodes,B563100,Metastatic tumour,6
288149,Lymph node metastases,B56..11,Metastatic tumour,6
260739,Secondary malignant neoplasm of ileum,B574200,Metastatic tumour,6
233582,"[X]Malignant neoplasm of ill-defined, secondary and unspeci",ByuC.00,Metastatic tumour,6
206187,Secondary malignant neoplasm of epididymis and vas deferens,B58y800,Metastatic tumour,6
260733,Secondary and unspec malig neop ant mediastinal lymph nodes,B561300,Metastatic tumour,6
279054,Secondary malignant neoplasm of other specified site NOS,B58yz00,Metastatic tumour,6
269976,Secondary malig neop of small intestine or duodenum NOS,B574z00,Metastatic tumour,6
251543,Secondary and unspec malig neop submandibular lymph nodes,B560500,Metastatic tumour,6
224204,Secondary and unspec malig neop intra-abdominal lymph nodes,B562.00,Metastatic tumour,6
206179,Secondary and unspec malig neop coeliac lymph nodes,B562000,Metastatic tumour,6
215179,Secondary malig neop of retroperitoneum or peritoneum NOS,B576z00,Metastatic tumour,6
233318,Secondary and unspec malig neop bronchopulmonary lymph nodes,B561800,Metastatic tumour,6
288150,Secondary and unspec malig neop submental lymph nodes,B560700,Metastatic tumour,6
233319,Secondary and unspec malig neop superficial mesenteric LN,B562100,Metastatic tumour,6
215172,Secondary and unspecified malignant neoplasm of lymph nodes,B56..00,Metastatic tumour,6
233325,Secondary malignant neoplasm of duodenum,B574000,Metastatic tumour,6
297410,Secondary and unspec malig neop superficial inguinal LN,B564000,Metastatic tumour,6
215180,Secondary malignant neoplasm of skin of face,B582100,Metastatic tumour,6
242361,Liver metastases,B577.11,Metastatic tumour,6
251546,Secondary and unspec malig neop deep inguinal lymph nodes,B564100,Metastatic tumour,6
283765,SECONDARY NEOPLASTIC DEPOSITS LUNG,1970,Metastatic tumour,6
260738,Secondary malignant neoplasm of jejunum,B574100,Metastatic tumour,6
233324,Secondary and unspec malig neop lymph nodes multiple sites,B56y.00,Metastatic tumour,6
224217,Carcinomatosis,B590.11,Metastatic tumour,6
279051,Secondary malignant neoplasm of skin of head,B582000,Metastatic tumour,6
237964,MYELOSCLEROSIS SECONDARY,209 BL,Metastatic tumour,6
206185,Secondary malignant neoplasm of brain or spinal cord NOS,B583z00,Metastatic tumour,6
279050,Secondary malig neop of retroperitoneum and peritoneum,B576.00,Metastatic tumour,6
260673,Secondary malignant neoplasm of liver,B153.00,Metastatic tumour,6
292902,SECONDARY NEOPLASTIC DEPOSITS PLEURA,1972B,Metastatic tumour,6
224207,Secondary and unspec malig neop intrapelvic lymph nodes,B565.00,Metastatic tumour,6
233321,Secondary and unspec malig neop axilla and upper limb LN NOS,B563z00,Metastatic tumour,6
215182,Secondary malignant neoplasm of other specified sites,B58y.00,Metastatic tumour,6
237955,PERITONITIS MALIGNANT,1976M,Metastatic tumour,6
206181,Secondary malignant neoplasm of pleura,B572.00,Metastatic tumour,6
260737,Secondary carcinoma of respiratory and/or digestive systems,B57..12,Metastatic tumour,6
297405,Secondary and unspec malignant neoplasm mastoid lymph nodes,B560100,Metastatic tumour,6
288154,Secondary malignant neoplasm of skin of trunk,B582300,Metastatic tumour,6
260736,Secondary malig neop of respiratory and digestive systems,B57..00,Metastatic tumour,6
206176,Secondary and unspec malig neop diaphragmatic lymph nodes,B561200,Metastatic tumour,6
297415,Malignant neoplasms of independent (primary) multiple sites,B592.00,Metastatic tumour,6
233327,Secondary malignant neoplasm of skin of hip and leg,B582500,Metastatic tumour,6
242362,Secondary malignant neoplasm of bladder,B581100,Metastatic tumour,6
297406,Secondary and unspec malig neop superficial cervical LN,B560200,Metastatic tumour,6
224212,Secondary malignant neoplasm of spinal cord,B583100,Metastatic tumour,6
242367,Malignant neoplasm of unspecified site NOS,B59z.00,Metastatic tumour,6
242358,Secondary and unspec malig neop superfic tracheobronchial LN,B561600,Metastatic tumour,6
224206,Secondary and unspec malig neop inguinal and lower limb LN,B564.00,Metastatic tumour,6
303144,SECONDARY NEOPLASTIC DEPOSITS BONE,1985,Metastatic tumour,6
297412,Secondary malignant neoplasm of retroperitoneum,B576000,Metastatic tumour,6
242356,Secondary and unspec malig neop of superficial parotid LN,B560000,Metastatic tumour,6
242359,Secondary and unspec malig neop inferior tracheobronchial LN,B561700,Metastatic tumour,6
260734,Secondary and unspec malig neop axilla and upper limb LN,B563.00,Metastatic tumour,6
269981,Kaposi's sarcoma of multiple organs,B592X00,Metastatic tumour,6
306059,SECONDARY NEOPLASTIC DEPOSITS LYMPH GLAN,1969M,Metastatic tumour,6
242364,Secondary malignant neoplasm of prostate,B58y500,Metastatic tumour,6
256334,ADENOCARCINOMA CEREBELLAR METASTATIC,1983AM,Metastatic tumour,6
269980,Secondary malignant neoplasm of cervix uteri,B58y200,Metastatic tumour,6
224215,Secondary cancer of the cervix,B58y211,Metastatic tumour,6
251553,Secondary malig neop of respiratory or digestive system NOS,B57z.00,Metastatic tumour,6
224211,Secondary malignant neoplasm of skin of shoulder and arm,B582400,Metastatic tumour,6
233329,Secondary malignant neoplasm of adrenal gland,B587.00,Metastatic tumour,6
260742,Secondary malignant neoplasm of skin of neck,B582200,Metastatic tumour,6
303146,METASTASIS,1989M,Metastatic tumour,6
269977,Secondary malignant neoplasm of other urinary organs,B581.00,Metastatic tumour,6
260743,Secondary malignant neoplasm of breast,B58y000,Metastatic tumour,6
215184,Disseminated malignancy NOS,B590.00,Metastatic tumour,6
224208,Metastases of respiratory and/or digestive systems,B57..11,Metastatic tumour,6
292901,PLEURAL EFFUSION MALIGNANT SECONDARY,1972A,Metastatic tumour,6
260744,Secondary malignant neoplasm of penis,B58y700,Metastatic tumour,6
279048,Secondary and unspec malig neop circumflex iliac LN,B565200,Metastatic tumour,6
242363,Secondary malignant neoplasm of vulva,B58y400,Metastatic tumour,6
247116,METASTASIS BRONCHUS,1973M,Metastatic tumour,6
288153,Secondary malignant neoplasm of colon,B575000,Metastatic tumour,6
215174,Secondary and unspec malig neop internal mammary lymph nodes,B561000,Metastatic tumour,6
269978,Secondary malignant neoplasm of brain,B583000,Metastatic tumour,6
269979,Secondary malignant neoplasm of uterus,B58y100,Metastatic tumour,6
251547,Secondary and unspec malig neop sacral lymph nodes,B565300,Metastatic tumour,6
215181,Secondary malignant neoplasm of skin NOS,B582z00,Metastatic tumour,6
297411,Secondary and unspec malig neop inferior epigastric LN,B565100,Metastatic tumour,6
283764,MALIGNANT NEOPLASM LYMPH GLAND/NODE,1969A,Metastatic tumour,6
279052,Secondary malignant neoplasm of skin of breast,B582600,Metastatic tumour,6
309185,Pathological fracture due to metastatic bone disease,B585000,Metastatic tumour,6
206437,[X]Malignant neoplasm/overlap lesion/other?defined sites,ByuC100,Metastatic tumour,6
260731,Secondary and unspec malig neop of facial lymph nodes,B560600,Metastatic tumour,6
260732,Secondary and unspec malig neop deep cervical LN,B560900,Metastatic tumour,6
251780,[X]Secondary malignant neoplasm of other specified sites,ByuC700,Metastatic tumour,6
242360,Secondary and unspec malig neop intra-abdominal LN NOS,B562z00,Metastatic tumour,6
303145,SECONDARY NEOPLASTIC DEPOSITS,1989,Metastatic tumour,6
251549,Secondary malignant neoplasm of mediastinum,B571.00,Metastatic tumour,6
215173,Secondary and unspec malig neop anterior cervical LN,B560800,Metastatic tumour,6
251554,Secondary malignant neoplasm of kidney,B580.00,Metastatic tumour,6
306063,NEOPLASM MALIGNANT LYMPHOMA METASTATIC,2022MT,Metastatic tumour,6
303141,SKIN SECONDARY DEPOSITS,1982,Metastatic tumour,6
297409,Secondary and unspec malig neop axillary lymph nodes,B563000,Metastatic tumour,6
206175,Secondary and unspec malig neop lymph nodes head/face/neck,B560.00,Metastatic tumour,6
303147,NEOPLASTIC DISEASE DISSEMINATED,1990C,Metastatic tumour,6
260981,[X]Malignant neoplasm without specification of site,ByuC800,Metastatic tumour,6
279046,Secondary unspec malig neop lymph nodes head/face/neck NOS,B560z00,Metastatic tumour,6
206183,Secondary malig neop of large intestine or rectum NOS,B575z00,Metastatic tumour,6
279053,Cerebral metastasis,B583200,Metastatic tumour,6
233583,[X]2ndry malignant neoplasm/bladder??? urinary organs,ByuC500,Metastatic tumour,6
215176,Secondary malignant neoplasm of lung,B570.00,Metastatic tumour,6
288156,Secondary malignant neoplasm of other specified site NOS,B58z.00,Metastatic tumour,6
251551,Secondary malignant neoplasm of liver,B577.00,Metastatic tumour,6
251548,Secondary and unspec malig neop lymph nodes NOS,B56z.00,Metastatic tumour,6
260735,Secondary and unspec malig neop internal iliac lymph nodes,B565000,Metastatic tumour,6
242366,Other malignant neoplasm NOS,B591.00,Metastatic tumour,6
242617,[X]Secondary malignant neoplasm/oth?? digestive organs,ByuC400,Metastatic tumour,6
224205,Secondary and unspec malig neop infraclavicular lymph nodes,B563200,Metastatic tumour,6
201897,MYELOFIBROSIS SECONDARY,209 BF,Metastatic tumour,6
303140,METASTASIS LIVER,1977M,Metastatic tumour,6
233322,Secondary and unspec malig neop of inguinal and leg LN NOS,B564z00,Metastatic tumour,6
288435,[X]Secondary malignant neoplasm/oth? respiratory organs,ByuC300,Metastatic tumour,6
297413,Secondary malignant neoplasm of skin,B582.00,Metastatic tumour,6
251555,Secondary malignant neoplasm of other urinary organ NOS,B581z00,Metastatic tumour,6
297407,Secondary and unspec malig neop intercostal lymph nodes,B561100,Metastatic tumour,6
260741,Secondary malignant neoplasm of ureter,B581000,Metastatic tumour,6
224213,Secondary malignant neoplasm of bone and bone marrow,B585.00,Metastatic tumour,6
279049,Secondary and unspec malig neop intrapelvic LN NOS,B565z00,Metastatic tumour,6
233320,Secondary and unspec malig neop external iliac lymph nodes,B562400,Metastatic tumour,6
283768,MALIGNANT NEOPLASM LIVER SECONDARY,1977A,Metastatic tumour,6
288155,Secondary malignant neoplasm of brain and spinal cord,B583.00,Metastatic tumour,6
288151,Secondary and unspec malig neop intrathoracic lymph nodes,B561.00,Metastatic tumour,6
251550,Malignant ascites,B576200,Metastatic tumour,6
215177,Secondary malignant neoplasm of small intestine and duodenum,B574.00,Metastatic tumour,6
215185,Secondary malignant neoplasm of unknown site,B594.00,Metastatic tumour,6
233328,Secondary malignant neoplasm of other part of nervous system,B584.00,Metastatic tumour,6
297408,Secondary and unspec malig neop inferior mesenteric LN,B562200,Metastatic tumour,6
260740,Secondary carcinoma of other specified sites,B58..11,Metastatic tumour,6
251779,[X]2ndry?? malignant neoplasm lymph nodes/multi regions,ByuC200,Metastatic tumour,6
251552,Secondary malignant neoplasm of other digestive organ,B57y.00,Metastatic tumour,6
210816,NEUROBLASTOMA DISSEMINATED,1990NB,Metastatic tumour,6
303148,METASTASIS GENERAL,1990M,Metastatic tumour,6
224216,Malignant neoplasm of unspecified site,B59..00,Metastatic tumour,6
279047,Secondary and unspec malig neop pulmonary lymph nodes,B561900,Metastatic tumour,6
206178,Secondary and unspec malig neop intrathoracic LN NOS,B561z00,Metastatic tumour,6
288152,Secondary and unspec malig neop paratracheal lymph nodes,B561500,Metastatic tumour,6
233323,Secondary and unspec malig neop obturator lymph nodes,B565400,Metastatic tumour,6
303138,METASTASIS LUNG,1970M,Metastatic tumour,6
297708,[X]2ndry malignant neoplasm/oth?? parts/nervous system,ByuC600,Metastatic tumour,6
242357,Secondary and unspec malig neop deep parotid lymph nodes,B560400,Metastatic tumour,6
303142,SECONDARY NEOPLASTIC DEPOSITS BRAIN,1983,Metastatic tumour,6
233326,Secondary malignant neoplasm of peritoneum,B576100,Metastatic tumour,6
303143,METASTASIS CEREBRAL,1983M,Metastatic tumour,6
251542,Secondary and unspec malignant neoplasm occipital lymph node,B560300,Metastatic tumour,6
225435,Secondary biliary cirrhosis,J616100,Mild liver disease,1
289371,Fatty portal cirrhosis,J615400,Mild liver disease,1
261922,Biliary cirrhosis NOS,J616z00,Mild liver disease,1
243571,Chronic hepatitis,J614.00,Mild liver disease,1
252706,Chronic hepatitis unspecified,J614y00,Mild liver disease,1
234549,Multilobular portal cirrhosis,J615100,Mild liver disease,1
280260,Toxic liver disease with fibrosis and cirrhosis of liver,J635600,Mild liver disease,1
233665,Pigmentary cirrhosis of liver,C350012,Mild liver disease,1
234552,"Laennec's cirrhosis, non-alcoholic",J615z14,Mild liver disease,1
304267,LIVER CIRRHOSIS,5719HP,Mild liver disease,1
271219,Chronic alcoholic hepatitis,J617000,Mild liver disease,1
216329,Macronodular cirrhosis of liver,J615z11,Mild liver disease,1
234548,Chronic active hepatitis,J614100,Mild liver disease,1
289370,Unilobular portal cirrhosis,J615000,Mild liver disease,1
220339,HEPATITIS CHRONIC,5719CH,Mild liver disease,1
256764,SECONDARY BILIARY CIRRHOSIS (LIVER),5719CB,Mild liver disease,1
252709,Portal cirrhosis unspecified,J615y00,Mild liver disease,1
243575,Non-alcoholic cirrhosis NOS,J615z00,Mild liver disease,1
289368,Alcoholic cirrhosis of liver,J612.00,Mild liver disease,1
289372,Pipe-stem portal cirrhosis,J615A00,Mild liver disease,1
271217,Portal cirrhosis,J615.11,Mild liver disease,1
252707,Diffuse nodular cirrhosis,J615300,Mild liver disease,1
304268,PRIMARY BILIARY CIRRHOSIS (LIVER),5719PB,Mild liver disease,1
256768,HEPATITIS CHRONIC ACTIVE,5730CA,Mild liver disease,1
304264,CIRRHOSIS,5719CL,Mild liver disease,1
304263,MICRONODULAR CIRRHOSIS,5710MC,Mild liver disease,1
207360,Xanthomatous portal cirrhosis,J615C00,Mild liver disease,1
289374,Cirrhosis of liver NOS,J615z13,Mild liver disease,1
271216,Recurrent hepatitis,J614300,Mild liver disease,1
289403,[X]Other and unspecified cirrhosis of liver,Jyu7100,Mild liver disease,1
207358,Cirrhosis and chronic liver disease,J61..00,Mild liver disease,1
243573,Syphilitic portal cirrhosis,J615F00,Mild liver disease,1
215494,Glycogenosis with hepatic cirrhosis,C310400,Mild liver disease,1
304261,CIRRHOSIS ALCOHOLIC,5710CA,Mild liver disease,1
289373,Cryptogenic cirrhosis of liver,J615z12,Mild liver disease,1
234553,Primary biliary cirrhosis,J616000,Mild liver disease,1
280252,Biliary cirrhosis,J616.00,Mild liver disease,1
261918,Cirrhosis - non alcoholic,J615.00,Mild liver disease,1
280258,Hepatitis unspecified,J633.00,Mild liver disease,1
280250,Cardiac portal cirrhosis,J615700,Mild liver disease,1
280248,Chronic persistent hepatitis,J614000,Mild liver disease,1
261915,Acute yellow atrophy,J600200,Mild liver disease,1
261920,Toxic portal cirrhosis,J615B00,Mild liver disease,1
284231,MACRONODULAR CIRRHOSIS,5719MA,Mild liver disease,1
303004,HEPATITIS CHRONIC AGGRESSIVE,070 G,Mild liver disease,1
298661,Portal fibrosis without cirrhosis,J61y300,Mild liver disease,1
289369,Chronic aggressive hepatitis,J614200,Mild liver disease,1
271214,Subacute yellow atrophy,J601200,Mild liver disease,1
234550,Postnecrotic cirrhosis of liver,J615111,Mild liver disease,1
298656,Florid cirrhosis,J612.11,Mild liver disease,1
216328,Chronic hepatitis NOS,J614z00,Mild liver disease,1
261691,Oesophageal varices in alcoholic cirrhosis of the liver,G852300,Mod liver disease,3
225440,Liver abscess and chronic liver disease causing sequelae NOS,J62z.00,Mod liver disease,3
225188,Oesophageal varices without bleeding,G851.00,Mod liver disease,3
234332,[X]Oesophageal varices in diseases classified elsewhere,Gyu9400,Mod liver disease,3
216331,Other sequelae of chronic liver disease,J62y.00,Mod liver disease,3
270976,Oesophageal varices with bleeding in diseases EC,G852000,Mod liver disease,3
211271,SYNDROME HEPATORENAL,573 HR,Mod liver disease,3
225439,Hepatorenal syndrome,J624.00,Mod liver disease,3
306684,PORTAL HYPERTENSION,5719PH,Mod liver disease,3
207142,Oesophageal varices with bleeding,G850.00,Mod liver disease,3
270975,Oesophageal varices in diseases EC,G852.00,Mod liver disease,3
252711,Hepatic coma,J622.00,Mod liver disease,3
270977,Oesophageal varices NOS,G858.00,Mod liver disease,3
207141,Oesophageal varices,G85..11,Mod liver disease,3
243578,Portal hypertension,J623.00,Mod liver disease,3
225189,Oesophageal varices in cirrhosis of the liver,G852200,Mod liver disease,3
223977,Other specified viral hepatitis with hepatic coma NOS,A704z00,Mod liver disease,3
240719,Rigid oesophagoscopic injection sclerotherapy oesoph varices,760F300,Mod liver disease,3
202263,HEPATIC COMA,573 B,Mod liver disease,3
234314,Oesophageal varices without bleeding in diseases EC,G852100,Mod liver disease,3
261692,Oesophageal varices in diseases EC NOS,G852z00,Mod liver disease,3
261622,Other specified anterior myocardial infarction,G301.00,Myocardial infarction,1
298320,Acute myocardial infarction NOS,G30z.00,Myocardial infarction,1
289040,Heart attack,G30..14,Myocardial infarction,1
243248,MI - acute myocardial infarction,G30..15,Myocardial infarction,1
234219,Lateral myocardial infarction NOS,G305.00,Myocardial infarction,1
303771,THROMBOSIS CORONARY,4109TC,Myocardial infarction,1
225084,Acute subendocardial infarction,G307.00,Myocardial infarction,1
248607,H/O: Myocardial infarction in last year,14AH.00,Myocardial infarction,1
207059,Other acute myocardial infarction,G30y.00,Myocardial infarction,1
252391,Acute inferoposterior infarction,G303.00,Myocardial infarction,1
306424,CORONARY INFARCTION,4109NC,Myocardial infarction,1
298318,Acute myocardial infarction,G30..00,Myocardial infarction,1
243249,Acute anterolateral infarction,G300.00,Myocardial infarction,1
298325,Personal history of myocardial infarction,G32..12,Myocardial infarction,1
341510,Acute ST segment elevation myocardial infarction,G30X000,Myocardial infarction,1
216008,Cardiac rupture following myocardial infarction (MI),G30..13,Myocardial infarction,1
339896,Acute non-ST segment elevation myocardial infarction,G307100,Myocardial infarction,1
307878,Acute non-Q wave infarction,G307000,Myocardial infarction,1
270888,Acute anteroseptal infarction,G301100,Myocardial infarction,1
243251,Old myocardial infarction,G32..00,Myocardial infarction,1
270887,Silent myocardial infarction,G30..17,Myocardial infarction,1
289042,Healed myocardial infarction,G32..11,Myocardial infarction,1
243247,Coronary thrombosis,G30..12,Myocardial infarction,1
306459,HEART ATTACK,429 AH,Myocardial infarction,1
261624,Other acute myocardial infarction NOS,G30yz00,Myocardial infarction,1
252390,Acute inferolateral infarction,G302.00,Myocardial infarction,1
225347,Acute duodenal ulcer unspecified,J120y00,Peptic ulcer disease,1
344493,Endoscopic injection haemostasis of gastric ulcer,761D600,Peptic ulcer disease,1
261857,Unspecified gastrojejunal ulcer with obstruction,J14y400,Peptic ulcer disease,1
280178,Peptic ulcer - (PU) site unspecified,J13..00,Peptic ulcer disease,1
265921,ULCER STOMACH PERFORATED,5310TM,Peptic ulcer disease,1
234458,Peptic ulcer of oesophagus,J102000,Peptic ulcer disease,1
284188,ULCER GASTROJEJUNAL,5349GJ,Peptic ulcer disease,1
243491,Unspecified duodenal ulcer NOS,J12yz00,Peptic ulcer disease,1
266682,EXCISION PEPTIC ULCER,K424,Peptic ulcer disease,1
261844,Pyloric ulcer,J11..12,Peptic ulcer disease,1
293299,ULCER GASTRIC PERFORATED,5310,Peptic ulcer disease,1
216250,Chronic gastrojejunal ulcer with perforation,J141200,Peptic ulcer disease,1
252629,Acute gastric ulcer,J110.00,Peptic ulcer disease,1
271139,Unspecified duodenal ulcer,J12y.00,Peptic ulcer disease,1
207287,Chronic duodenal ulcer unspecified,J121y00,Peptic ulcer disease,1
243488,Bleeding acute gastric ulcer,J110111,Peptic ulcer disease,1
207284,Unspec gastric ulcer; unspec haemorrhage and/or perforation,J11yy00,Peptic ulcer disease,1
304154,ULCER DUODENUM,5329,Peptic ulcer disease,1
243489,Chronic gastric ulcer unspecified,J111y00,Peptic ulcer disease,1
298573,Chronic gastric ulcer with haemorrhage,J111100,Peptic ulcer disease,1
261855,Stomal ulcer,J14..15,Peptic ulcer disease,1
234474,Chronic peptic ulcer unspecified,J131y00,Peptic ulcer disease,1
207283,Acute gastric ulcer unspecified,J110y00,Peptic ulcer disease,1
225351,Peptic ulcer NOS,J13z.00,Peptic ulcer disease,1
207282,Prepyloric ulcer,J11..11,Peptic ulcer disease,1
298572,Acute gastric ulcer with haemorrhage and perforation,J110300,Peptic ulcer disease,1
259138,Operation on gastric ulcer NOS,761Jz00,Peptic ulcer disease,1
271143,Unspecified gastrojejunal ulcer with haemorrhage,J14y100,Peptic ulcer disease,1
207286,Chronic duodenal ulcer with obstruction,J121400,Peptic ulcer disease,1
234473,Acute peptic ulcer NOS,J130z00,Peptic ulcer disease,1
207288,Unspecified duodenal ulcer with obstruction,J12y400,Peptic ulcer disease,1
289299,Unspecified gastric ulcer with haemorrhage,J11y100,Peptic ulcer disease,1
271142,Acute gastrojejunal ulcer with obstruction,J140400,Peptic ulcer disease,1
234469,Unspecified duodenal ulcer without mention of complication,J12y000,Peptic ulcer disease,1
234468,Duodenal ulcer disease,J122.00,Peptic ulcer disease,1
289301,Chronic duodenal ulcer without mention of complication,J121000,Peptic ulcer disease,1
280184,Unspecified gastrojejunal ulcer with perforation,J14y200,Peptic ulcer disease,1
207281,Gastric ulcer - (GU),J11..00,Peptic ulcer disease,1
298586,Chronic gastrojejunal ulcer unspecified,J141y00,Peptic ulcer disease,1
220301,ULCER GASTROJEJUNAL PERFORATED,5340GJ,Peptic ulcer disease,1
252638,Chronic gastrojejunal ulcer with haemorrhage and perforation,J141300,Peptic ulcer disease,1
271133,Unspecified gastric ulcer with obstruction,J11y400,Peptic ulcer disease,1
216246,Unspecified peptic ulcer,J13y.00,Peptic ulcer disease,1
243493,Chronic peptic ulcer,J131.00,Peptic ulcer disease,1
289300,Acute duodenal ulcer NOS,J120z00,Peptic ulcer disease,1
225352,Acute gastrojejunal ulcer without mention of complication,J140000,Peptic ulcer disease,1
216244,Acute gastric ulcer with perforation,J110200,Peptic ulcer disease,1
216245,Chronic gastric ulcer with obstruction,J111400,Peptic ulcer disease,1
271136,Chronic duodenal ulcer,J121.00,Peptic ulcer disease,1
271144,Unspec gastrojejunal ulcer; unspec haemorrhage/perforation,J14yy00,Peptic ulcer disease,1
216249,Gastrocolic ulcer,J14..12,Peptic ulcer disease,1
