read_code,v36_v2_id,v36_v2_term,v36_v2,v36_v3_id,v36_v3_term,v36_v3,v37_v2_id,v37_v2_term,v37_v2,v37_v3_id,v37_v3_term,v37_v3,v38_v2_id,v38_v2_term,v38_v2,v38_v3_id,v38_v3_term,v38_v3
9OJA.,REV_COD,Asthma monitoring check done,1,NA,NA,NA,REV_COD,Asthma monitoring check done,1,NA,NA,NA,REV_COD,Asthma monitoring check done,1,NA,NA,NA
137..,SMOK_COD,Tobacco consumption,1,NA,NA,NA,SMOK_COD,Tobacco consumption,1,NA,NA,NA,SMOK_COD,Tobacco consumption,1,NA,NA,NA
1371.,SMOK_COD,Never smoked tobacco,1,SMOK_COD,Non-smoker (& [never smoked tobacco]),1,SMOK_COD,Never smoked tobacco,1,SMOK_COD,Non-smoker (& [never smoked tobacco]),1,SMOK_COD,Never smoked tobacco,1,SMOK_COD,Non-smoker (& [never smoked tobacco]),1
1372.,SMOK_COD,Trivial smoker - < 1 cig/day,1,SMOK_COD,(Trivial smoker - < 1 cig/day) or (occasional smoker),1,SMOK_COD,Trivial smoker - < 1 cig/day,1,SMOK_COD,(Trivial smoker - < 1 cig/day) or (occasional smoker),1,SMOK_COD,Trivial smoker - < 1 cig/day,1,SMOK_COD,(Trivial smoker - < 1 cig/day) or (occasional smoker),1
1373.,SMOK_COD,Light smoker - 1-9 cigs/day,1,SMOK_COD,Light cigarette smoker (1-9 cigs/day),1,SMOK_COD,Light smoker - 1-9 cigs/day,1,SMOK_COD,Light cigarette smoker (1-9 cigs/day),1,SMOK_COD,Light smoker - 1-9 cigs/day,1,SMOK_COD,Light cigarette smoker (1-9 cigs/day),1
1374.,SMOK_COD,Moderate smoker - 10-19 cigs/d,1,SMOK_COD,Moderate cigarette smoker (10-19 cigs/day),1,SMOK_COD,Moderate smoker - 10-19 cigs/d,1,SMOK_COD,Moderate cigarette smoker (10-19 cigs/day),1,SMOK_COD,Moderate smoker - 10-19 cigs/d,1,SMOK_COD,Moderate cigarette smoker (10-19 cigs/day),1
1375.,SMOK_COD,Heavy smoker - 20-39 cigs/day,1,SMOK_COD,Heavy cigarette smoker (20-39 cigs/day),1,SMOK_COD,Heavy smoker - 20-39 cigs/day,1,SMOK_COD,Heavy cigarette smoker (20-39 cigs/day),1,SMOK_COD,Heavy smoker - 20-39 cigs/day,1,SMOK_COD,Heavy cigarette smoker (20-39 cigs/day),1
1376.,SMOK_COD,Very heavy smoker - 40+cigs/d,1,SMOK_COD,Very heavy cigarette smoker (40+ cigs/day),1,SMOK_COD,Very heavy smoker - 40+cigs/d,1,SMOK_COD,Very heavy cigarette smoker (40+ cigs/day),1,SMOK_COD,Very heavy smoker - 40+cigs/d,1,SMOK_COD,Very heavy cigarette smoker (40+ cigs/day),1
1377.,SMOK_COD,Ex-trivial smoker (<1/day),1,SMOK_COD,Ex-trivial smoker (<1/day),1,SMOK_COD,Ex-trivial smoker (<1/day),1,SMOK_COD,Ex-trivial smoker (<1/day),1,SMOK_COD,Ex-trivial smoker (<1/day),1,SMOK_COD,Ex-trivial smoker (<1/day),1
1378.,SMOK_COD,Ex-light smoker (1-9/day),1,SMOK_COD,Ex-light smoker (1-9/day),1,SMOK_COD,Ex-light smoker (1-9/day),1,SMOK_COD,Ex-light smoker (1-9/day),1,SMOK_COD,Ex-light smoker (1-9/day),1,SMOK_COD,Ex-light smoker (1-9/day),1
1379.,SMOK_COD,Ex-moderate smoker (10-19/day),1,SMOK_COD,Ex-moderate smoker (10-19/day),1,SMOK_COD,Ex-moderate smoker (10-19/day),1,SMOK_COD,Ex-moderate smoker (10-19/day),1,SMOK_COD,Ex-moderate smoker (10-19/day),1,SMOK_COD,Ex-moderate smoker (10-19/day),1
137a.,SMOK_COD,Pipe tobacco consumption,1,NA,NA,NA,SMOK_COD,Pipe tobacco consumption,1,NA,NA,NA,SMOK_COD,Pipe tobacco consumption,1,NA,NA,NA
137A.,SMOK_COD,Ex-heavy smoker (20-39/day),1,SMOK_COD,Ex-heavy smoker (20-39/day),1,SMOK_COD,Ex-heavy smoker (20-39/day),1,SMOK_COD,Ex-heavy smoker (20-39/day),1,SMOK_COD,Ex-heavy smoker (20-39/day),1,SMOK_COD,Ex-heavy smoker (20-39/day),1
137b.,SMOK_COD,Ready to stop smoking,1,NA,NA,NA,SMOK_COD,Ready to stop smoking,1,NA,NA,NA,SMOK_COD,Ready to stop smoking,1,NA,NA,NA
137B.,SMOK_COD,Ex-very heavy smoker (40+/day),1,SMOK_COD,Ex-very heavy smoker (40+/day),1,SMOK_COD,Ex-very heavy smoker (40+/day),1,SMOK_COD,Ex-very heavy smoker (40+/day),1,SMOK_COD,Ex-very heavy smoker (40+/day),1,SMOK_COD,Ex-very heavy smoker (40+/day),1
137c.,SMOK_COD,Thinking about stopping smoking,1,NA,NA,NA,SMOK_COD,Thinking about stopping smoking,1,NA,NA,NA,SMOK_COD,Thinking about stopping smoking,1,NA,NA,NA
137C.,SMOK_COD,Keeps trying to stop smoking,1,SMOK_COD,Keeps trying to stop smoking,1,SMOK_COD,Keeps trying to stop smoking,1,SMOK_COD,Keeps trying to stop smoking,1,SMOK_COD,Keeps trying to stop smoking,1,SMOK_COD,Keeps trying to stop smoking,1
137d.,SMOK_COD,Not interested in stopping smoking,1,NA,NA,NA,SMOK_COD,Not interested in stopping smoking,1,NA,NA,NA,SMOK_COD,Not interested in stopping smoking,1,NA,NA,NA
137D.,SMOK_COD,Admitted tobacco cons untrue ?,1,SMOK_COD,Admitted tobacco cons untrue ?,1,SMOK_COD,Admitted tobacco cons untrue ?,1,SMOK_COD,Admitted tobacco cons untrue ?,1,SMOK_COD,Admitted tobacco cons untrue ?,1,SMOK_COD,Admitted tobacco cons untrue ?,1
137e.,SMOK_COD,Smoking restarted,1,NA,NA,NA,SMOK_COD,Smoking restarted,1,NA,NA,NA,SMOK_COD,Smoking restarted,1,NA,NA,NA
137f.,SMOK_COD,Reason for restarting smoking,1,NA,NA,NA,SMOK_COD,Reason for restarting smoking,1,NA,NA,NA,SMOK_COD,Reason for restarting smoking,1,NA,NA,NA
137F.,SMOK_COD,Ex-smoker - amount unknown,1,SMOK_COD,Ex-smoker - amount unknown,1,SMOK_COD,Ex-smoker - amount unknown,1,SMOK_COD,Ex-smoker - amount unknown,1,SMOK_COD,Ex-smoker - amount unknown,1,SMOK_COD,Ex-smoker - amount unknown,1
137G.,SMOK_COD,Trying to give up smoking,1,SMOK_COD,Trying to give up smoking,1,SMOK_COD,Trying to give up smoking,1,SMOK_COD,Trying to give up smoking,1,SMOK_COD,Trying to give up smoking,1,SMOK_COD,Trying to give up smoking,1
137h.,SMOK_COD,Minutes from waking to first tobacco consumption,1,NA,NA,NA,SMOK_COD,Minutes from waking to first tobacco consumption,1,NA,NA,NA,SMOK_COD,Minutes from waking to first tobacco consumption,1,NA,NA,NA
137H.,SMOK_COD,Pipe smoker,1,SMOK_COD,Pipe smoker,1,SMOK_COD,Pipe smoker,1,SMOK_COD,Pipe smoker,1,SMOK_COD,Pipe smoker,1,SMOK_COD,Pipe smoker,1
137j.,SMOK_COD,Ex-cigarette smoker,1,NA,NA,NA,SMOK_COD,Ex-cigarette smoker,1,NA,NA,NA,SMOK_COD,Ex-cigarette smoker,1,NA,NA,NA
137J.,SMOK_COD,Cigar smoker,1,SMOK_COD,Cigar smoker,1,SMOK_COD,Cigar smoker,1,SMOK_COD,Cigar smoker,1,SMOK_COD,Cigar smoker,1,SMOK_COD,Cigar smoker,1
137K.,SMOK_COD,Stopped smoking,1,SMOK_COD,Stopped smoking,1,SMOK_COD,Stopped smoking,1,SMOK_COD,Stopped smoking,1,SMOK_COD,Stopped smoking,1,SMOK_COD,Stopped smoking,1
137l.,SMOK_COD,Ex roll-up cigarette smoker,1,NA,NA,NA,SMOK_COD,Ex roll-up cigarette smoker,1,NA,NA,NA,SMOK_COD,Ex roll-up cigarette smoker,1,NA,NA,NA
137m.,SMOK_COD,Failed attempt to stop smoking,1,NA,NA,NA,SMOK_COD,Failed attempt to stop smoking,1,NA,NA,NA,SMOK_COD,Failed attempt to stop smoking,1,NA,NA,NA
137M.,SMOK_COD,Rolls own cigarettes,1,SMOK_COD,Rolls own cigarettes,1,SMOK_COD,Rolls own cigarettes,1,SMOK_COD,Rolls own cigarettes,1,SMOK_COD,Rolls own cigarettes,1,SMOK_COD,Rolls own cigarettes,1
137N.,SMOK_COD,Ex pipe smoker,1,SMOK_COD,Ex-pipe smoker,1,SMOK_COD,Ex pipe smoker,1,SMOK_COD,Ex-pipe smoker,1,SMOK_COD,Ex pipe smoker,1,SMOK_COD,Ex-pipe smoker,1
137o.,SMOK_COD,Waterpipe tobacco consumption,1,NA,NA,NA,SMOK_COD,Waterpipe tobacco consumption,1,NA,NA,NA,SMOK_COD,Waterpipe tobacco consumption,1,NA,NA,NA
137O.,SMOK_COD,Ex cigar smoker,1,SMOK_COD,Ex-cigar smoker,1,SMOK_COD,Ex cigar smoker,1,SMOK_COD,Ex-cigar smoker,1,SMOK_COD,Ex cigar smoker,1,SMOK_COD,Ex-cigar smoker,1
137P.,SMOK_COD,Cigarette smoker,1,SMOK_COD,Smoker (& cigarette),1,SMOK_COD,Cigarette smoker,1,SMOK_COD,Smoker (& cigarette),1,SMOK_COD,Cigarette smoker,1,SMOK_COD,Smoker (& cigarette),1
137Q.,SMOK_COD,Smoking started,1,SMOK_COD,Smoking: [started] or [restarted],1,SMOK_COD,Smoking started,1,SMOK_COD,Smoking: [started] or [restarted],1,SMOK_COD,Smoking started,1,SMOK_COD,Smoking: [started] or [restarted],1
137R.,SMOK_COD,Current smoker,1,SMOK_COD,Smoker,1,SMOK_COD,Current smoker,1,SMOK_COD,Smoker,1,SMOK_COD,Current smoker,1,SMOK_COD,Smoker,1
137S.,SMOK_COD,Ex smoker,1,NA,NA,NA,SMOK_COD,Ex smoker,1,NA,NA,NA,SMOK_COD,Ex smoker,1,NA,NA,NA
137T.,SMOK_COD,Date ceased smoking,1,SMOK_COD,Date ceased smoking,1,SMOK_COD,Date ceased smoking,1,SMOK_COD,Date ceased smoking,1,SMOK_COD,Date ceased smoking,1,SMOK_COD,Date ceased smoking,1
137V.,SMOK_COD,Smoking reduced,1,NA,NA,NA,SMOK_COD,Smoking reduced,1,NA,NA,NA,SMOK_COD,Smoking reduced,1,NA,NA,NA
137X.,SMOK_COD,Cigarette consumption,1,NA,NA,NA,SMOK_COD,Cigarette consumption,1,NA,NA,NA,SMOK_COD,Cigarette consumption,1,NA,NA,NA
137Y.,SMOK_COD,Cigar consumption,1,NA,NA,NA,SMOK_COD,Cigar consumption,1,NA,NA,NA,SMOK_COD,Cigar consumption,1,NA,NA,NA
137Z.,SMOK_COD,Tobacco consumption NOS,1,SMOK_COD,Tobacco consumption NOS,1,SMOK_COD,Tobacco consumption NOS,1,SMOK_COD,Tobacco consumption NOS,1,SMOK_COD,Tobacco consumption NOS,1,SMOK_COD,Tobacco consumption NOS,1
137k.,SMOKASTEXC_COD,Refusal to give smoking status,1,NA,NA,NA,SMOKASTEXC_COD,Refusal to give smoking status,1,NA,NA,NA,SMOKASTEXC_COD,Refusal to give smoking status,1,NA,NA,NA
33720,SPEX_COD,Unable to perform spirometry,1,NA,NA,NA,SPEX_COD,Unable to perform spirometry,1,NA,NA,NA,SPEX_COD,Unable to perform spirometry,1,NA,NA,NA
8I2j.,SPEX_COD,Spirometry contraindicated,1,NA,NA,NA,SPEX_COD,Spirometry contraindicated,1,NA,NA,NA,SPEX_COD,Spirometry contraindicated,1,NA,NA,NA
8I3b.,SPEX_COD,Spirometry test declined,1,NA,NA,NA,SPEX_COD,Spirometry test declined,1,NA,NA,NA,SPEX_COD,Spirometry test declined,1,NA,NA,NA
8I6L.,SPEX_COD,Spirometry not indicated,1,NA,NA,NA,SPEX_COD,Spirometry not indicated,1,NA,NA,NA,SPEX_COD,Spirometry not indicated,1,NA,NA,NA
X202R,NA,NA,NA,AFIB_COD,Lone atrial fibrillation,1,NA,NA,NA,AFIB_COD,Lone atrial fibrillation,1,NA,NA,NA,AFIB_COD,Lone atrial fibrillation,1
X202S,NA,NA,NA,AFIB_COD,Non-rheumatic atrial fibrillation,1,NA,NA,NA,AFIB_COD,Non-rheumatic atrial fibrillation,1,NA,NA,NA,AFIB_COD,Non-rheumatic atrial fibrillation,1
Xa2E8,NA,NA,NA,AFIB_COD,Paroxysmal atrial fibrillation,1,NA,NA,NA,AFIB_COD,Paroxysmal atrial fibrillation,1,NA,NA,NA,AFIB_COD,Paroxysmal atrial fibrillation,1
Xa7nI,NA,NA,NA,AFIB_COD,Controlled atrial fibrillation,1,NA,NA,NA,AFIB_COD,Controlled atrial fibrillation,1,NA,NA,NA,AFIB_COD,Controlled atrial fibrillation,1
XaaUH,NA,NA,NA,AFIB_COD,Paroxysmal atrial flutter,1,NA,NA,NA,AFIB_COD,Paroxysmal atrial flutter,1,NA,NA,NA,AFIB_COD,Paroxysmal atrial flutter,1
XaEga,NA,NA,NA,AFIB_COD,Rapid atrial fibrillation,1,NA,NA,NA,AFIB_COD,Rapid atrial fibrillation,1,NA,NA,NA,AFIB_COD,Rapid atrial fibrillation,1
XaeUP,NA,NA,NA,AFIB_COD,Chronic atrial fibrillation,1,NA,NA,NA,AFIB_COD,Chronic atrial fibrillation,1,NA,NA,NA,AFIB_COD,Chronic atrial fibrillation,1
XaeUQ,NA,NA,NA,AFIB_COD,Typical atrial flutter,1,NA,NA,NA,AFIB_COD,Typical atrial flutter,1,NA,NA,NA,AFIB_COD,Typical atrial flutter,1
XaeUR,NA,NA,NA,AFIB_COD,Atypical atrial flutter,1,NA,NA,NA,AFIB_COD,Atypical atrial flutter,1,NA,NA,NA,AFIB_COD,Atypical atrial flutter,1
XaOfa,NA,NA,NA,AFIB_COD,Persistent atrial fibrillation,1,NA,NA,NA,AFIB_COD,Persistent atrial fibrillation,1,NA,NA,NA,AFIB_COD,Persistent atrial fibrillation,1
XaOft,NA,NA,NA,AFIB_COD,Permanent atrial fibrillation,1,NA,NA,NA,AFIB_COD,Permanent atrial fibrillation,1,NA,NA,NA,AFIB_COD,Permanent atrial fibrillation,1
Ua1AX,NA,NA,NA,AST_COD,Brittle asthma,1,NA,NA,NA,AST_COD,Brittle asthma,1,NA,NA,NA,AST_COD,Brittle asthma,1
X101t,NA,NA,NA,AST_COD,Childhood asthma,1,NA,NA,NA,AST_COD,Childhood asthma,1,NA,NA,NA,AST_COD,Childhood asthma,1
X101u,NA,NA,NA,AST_COD,Late onset asthma,1,NA,NA,NA,AST_COD,Late onset asthma,1,NA,NA,NA,AST_COD,Late onset asthma,1
X101x,NA,NA,NA,AST_COD,Allergic asthma,1,NA,NA,NA,AST_COD,Allergic asthma,1,NA,NA,NA,AST_COD,Allergic asthma,1
X101y,NA,NA,NA,AST_COD,Extrinsic asthma with asthma attack,1,NA,NA,NA,AST_COD,Extrinsic asthma with asthma attack,1,NA,NA,NA,AST_COD,Extrinsic asthma with asthma attack,1
X101z,NA,NA,NA,AST_COD,Allergic asthma NEC,1,NA,NA,NA,AST_COD,Allergic asthma NEC,1,NA,NA,NA,AST_COD,Allergic asthma NEC,1
X1020,NA,NA,NA,AST_COD,Hay fever with asthma,1,NA,NA,NA,AST_COD,Hay fever with asthma,1,NA,NA,NA,AST_COD,Hay fever with asthma,1
X1021,NA,NA,NA,AST_COD,Allergic non-atopic asthma,1,NA,NA,NA,AST_COD,Allergic non-atopic asthma,1,NA,NA,NA,AST_COD,Allergic non-atopic asthma,1
X1022,NA,NA,NA,AST_COD,Intrinsic asthma with asthma attack,1,NA,NA,NA,AST_COD,Intrinsic asthma with asthma attack,1,NA,NA,NA,AST_COD,Intrinsic asthma with asthma attack,1
X1024,NA,NA,NA,AST_COD,Aspirin-sensitive asthma with nasal polyps,1,NA,NA,NA,AST_COD,Aspirin-sensitive asthma with nasal polyps,1,NA,NA,NA,AST_COD,Aspirin-sensitive asthma with nasal polyps,1
X102D,NA,NA,NA,AST_COD,Status asthmaticus,1,NA,NA,NA,AST_COD,Status asthmaticus,1,NA,NA,NA,AST_COD,Status asthmaticus,1
Xa0lZ,NA,NA,NA,AST_COD,Asthmatic bronchitis,1,NA,NA,NA,AST_COD,Asthmatic bronchitis,1,NA,NA,NA,AST_COD,Asthmatic bronchitis,1
Xa9zf,NA,NA,NA,AST_COD,Acute asthma,1,NA,NA,NA,AST_COD,Acute asthma,1,NA,NA,NA,AST_COD,Acute asthma,1
Xaa7B,NA,NA,NA,AST_COD,Chronic asthma with fixed airflow obstruction,1,NA,NA,NA,AST_COD,Chronic asthma with fixed airflow obstruction,1,NA,NA,NA,AST_COD,Chronic asthma with fixed airflow obstruction,1
Xac33,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1
Xac33,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1
Xac33,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1
Xac33,NA,NA,NA,AST_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1,NA,NA,NA,COPD_COD,Asthma-chronic obstructive pulmonary disease overlap syndrome,1
XaLPE,NA,NA,NA,AST_COD,Nocturnal asthma,1,NA,NA,NA,AST_COD,Nocturnal asthma,1,NA,NA,NA,AST_COD,Nocturnal asthma,1
XE0YQ,NA,NA,NA,AST_COD,Allergic atopic asthma,1,NA,NA,NA,AST_COD,Allergic atopic asthma,1,NA,NA,NA,AST_COD,Allergic atopic asthma,1
XE0YR,NA,NA,NA,AST_COD,Extrinsic asthma without status asthmaticus,1,NA,NA,NA,AST_COD,Extrinsic asthma without status asthmaticus,1,NA,NA,NA,AST_COD,Extrinsic asthma without status asthmaticus,1
XE0YS,NA,NA,NA,AST_COD,Extrinsic asthma with status asthmaticus,1,NA,NA,NA,AST_COD,Extrinsic asthma with status asthmaticus,1,NA,NA,NA,AST_COD,Extrinsic asthma with status asthmaticus,1
XE0YT,NA,NA,NA,AST_COD,Non-allergic asthma,1,NA,NA,NA,AST_COD,Non-allergic asthma,1,NA,NA,NA,AST_COD,Non-allergic asthma,1
XE0YU,NA,NA,NA,AST_COD,Intrinsic asthma with status asthmaticus,1,NA,NA,NA,AST_COD,Intrinsic asthma with status asthmaticus,1,NA,NA,NA,AST_COD,Intrinsic asthma with status asthmaticus,1
XE0YV,NA,NA,NA,AST_COD,Status asthmaticus NOS,1,NA,NA,NA,AST_COD,Status asthmaticus NOS,1,NA,NA,NA,AST_COD,Status asthmaticus NOS,1
XE0YW,NA,NA,NA,AST_COD,Asthma attack,1,NA,NA,NA,AST_COD,Asthma attack,1,NA,NA,NA,AST_COD,Asthma attack,1
XE0YX,NA,NA,NA,AST_COD,Asthma NOS,1,NA,NA,NA,AST_COD,Asthma NOS,1,NA,NA,NA,AST_COD,Asthma NOS,1
XE0ZP,NA,NA,NA,AST_COD,Extrinsic asthma - atopy (& pollen),1,NA,NA,NA,AST_COD,Extrinsic asthma - atopy (& pollen),1,NA,NA,NA,AST_COD,Extrinsic asthma - atopy (& pollen),1
XE0ZR,NA,NA,NA,AST_COD,Asthma: [intrinsic] or [late onset],1,NA,NA,NA,AST_COD,Asthma: [intrinsic] or [late onset],1,NA,NA,NA,AST_COD,Asthma: [intrinsic] or [late onset],1
XE0ZT,NA,NA,NA,AST_COD,Asthma: [NOS] or [attack],1,NA,NA,NA,AST_COD,Asthma: [NOS] or [attack],1,NA,NA,NA,AST_COD,Asthma: [NOS] or [attack],1
XM0s2,NA,NA,NA,AST_COD,Asthma attack NOS,1,NA,NA,NA,AST_COD,Asthma attack NOS,1,NA,NA,NA,AST_COD,Asthma attack NOS,1
XaJ4W,NA,NA,NA,ASTEXC_COD,Exception reporting: asthma quality indicators,1,NA,NA,NA,ASTEXC_COD,Exception reporting: asthma quality indicators,1,NA,NA,NA,ASTEXC_COD,Exception reporting: asthma quality indicators,1
XaJ4z,NA,NA,NA,ASTEXC_COD,Excepted from asthma quality indicators: Patient unsuitable,1,NA,NA,NA,ASTEXC_COD,Excepted from asthma quality indicators: Patient unsuitable,1,NA,NA,NA,ASTEXC_COD,Excepted from asthma quality indicators: Patient unsuitable,1
XaJ50,NA,NA,NA,ASTEXC_COD,Excepted from asthma quality indicators: Informed dissent,1,NA,NA,NA,ASTEXC_COD,Excepted from asthma quality indicators: Informed dissent,1,NA,NA,NA,ASTEXC_COD,Excepted from asthma quality indicators: Informed dissent,1
XaFrX,NA,NA,NA,ASTSPIR_COD,Spirometry reversibility positive,1,NA,NA,NA,ASTSPIR_COD,Spirometry reversibility positive,1,NA,NA,NA,ASTSPIR_COD,Spirometry reversibility positive,1
XaIUg,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to salbutamol,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to salbutamol,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to salbutamol,1
XaIUh,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to ipratropium bromide,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to ipratropium bromide,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to ipratropium bromide,1
XaIUj,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to a combination of salbutamol and ipratropium bromide,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to a combination of salbutamol and ipratropium bromide,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to a combination of salbutamol and ipratropium bromide,1
XaIUk,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to corticosteroids,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to corticosteroids,1,NA,NA,NA,ASTSPIR_COD,Positive reversibility test to corticosteroids,1
XaK02,NA,NA,NA,ASTSPIR_COD,Referral for spirometry,1,NA,NA,NA,ASTSPIR_COD,Referral for spirometry,1,NA,NA,NA,ASTSPIR_COD,Referral for spirometry,1
XaXeg,NA,NA,NA,ASTSPIR_COD,Post bronchodilator spirometry,1,NA,NA,NA,ASTSPIR_COD,Post bronchodilator spirometry,1,NA,NA,NA,ASTSPIR_COD,Post bronchodilator spirometry,1
c62x.,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 200micrograms/400micrograms inhalation capsule,1,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 200micrograms/400micrograms inhalation capsule,1,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 200micrograms/400micrograms inhalation capsule,1
c62y.,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 100micrograms/200micrograms paediatric inhalation capsule,1,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 100micrograms/200micrograms paediatric inhalation capsule,1,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 100micrograms/200micrograms paediatric inhalation capsule,1
c62z.,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 50micrograms/100micrograms inhaler,1,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 50micrograms/100micrograms inhaler,1,NA,NA,NA,ASTTRT_COD,Beclomethasone dipropionate+salbutamol 50micrograms/100micrograms inhaler,1
c8b..,NA,NA,NA,ASTTRT_COD,Ketotifen [antihistamine],1,NA,NA,NA,ASTTRT_COD,Ketotifen [antihistamine],1,NA,NA,NA,ASTTRT_COD,Ketotifen [antihistamine],1
g22..,NA,NA,NA,ASTTRT_COD,Orciprenaline sulphate [obstetric use],1,NA,NA,NA,ASTTRT_COD,Orciprenaline sulphate [obstetric use],1,NA,NA,NA,ASTTRT_COD,Orciprenaline sulphate [obstetric use],1
g221.,NA,NA,NA,ASTTRT_COD,Alupent 5mg/10mL injection,1,NA,NA,NA,ASTTRT_COD,Alupent 5mg/10mL injection,1,NA,NA,NA,ASTTRT_COD,Alupent 5mg/10mL injection,1
g22z.,NA,NA,NA,ASTTRT_COD,Orciprenaline 5mg/10mL injection,1,NA,NA,NA,ASTTRT_COD,Orciprenaline 5mg/10mL injection,1,NA,NA,NA,ASTTRT_COD,Orciprenaline 5mg/10mL injection,1
g24..,NA,NA,NA,ASTTRT_COD,Salbutamol [obstetric],1,NA,NA,NA,ASTTRT_COD,Salbutamol [obstetric],1,NA,NA,NA,ASTTRT_COD,Salbutamol [obstetric],1
g25..,NA,NA,NA,ASTTRT_COD,Terbutaline sulphate [myometrial relaxant],1,NA,NA,NA,ASTTRT_COD,Terbutaline sulphate [myometrial relaxant],1,NA,NA,NA,ASTTRT_COD,Terbutaline sulphate [myometrial relaxant],1
x0019,NA,NA,NA,ASTTRT_COD,Beclometasone dipropionate+salbutamol,1,NA,NA,NA,ASTTRT_COD,Beclometasone dipropionate+salbutamol,1,NA,NA,NA,ASTTRT_COD,Beclometasone dipropionate+salbutamol,1
x006b,NA,NA,NA,ASTTRT_COD,Inhaled terbutaline,1,NA,NA,NA,ASTTRT_COD,Inhaled terbutaline,1,NA,NA,NA,ASTTRT_COD,Inhaled terbutaline,1
x00Af,NA,NA,NA,ASTTRT_COD,Salbutamol product,1,NA,NA,NA,ASTTRT_COD,Salbutamol product,1,NA,NA,NA,ASTTRT_COD,Salbutamol product,1
x00Av,NA,NA,NA,ASTTRT_COD,Sodium cromoglicate+isoprenaline sulphate,1,NA,NA,NA,ASTTRT_COD,Sodium cromoglicate+isoprenaline sulphate,1,NA,NA,NA,ASTTRT_COD,Sodium cromoglicate+isoprenaline sulphate,1
x00Aw,NA,NA,NA,ASTTRT_COD,Sodium cromoglicate+salbutamol,1,NA,NA,NA,ASTTRT_COD,Sodium cromoglicate+salbutamol,1,NA,NA,NA,ASTTRT_COD,Sodium cromoglicate+salbutamol,1
x00bU,NA,NA,NA,ASTTRT_COD,Pulmicort 500micrograms/2mL Respule,1,NA,NA,NA,ASTTRT_COD,Pulmicort 500micrograms/2mL Respule,1,NA,NA,NA,ASTTRT_COD,Pulmicort 500micrograms/2mL Respule,1
x00bV,NA,NA,NA,ASTTRT_COD,Pulmicort 1mg/2mL Respule,1,NA,NA,NA,ASTTRT_COD,Pulmicort 1mg/2mL Respule,1,NA,NA,NA,ASTTRT_COD,Pulmicort 1mg/2mL Respule,1
x00CE,NA,NA,NA,ASTTRT_COD,Aerolin 100micrograms Autohaler,1,NA,NA,NA,ASTTRT_COD,Aerolin 100micrograms Autohaler,1,NA,NA,NA,ASTTRT_COD,Aerolin 100micrograms Autohaler,1
x00gE,NA,NA,NA,ASTTRT_COD,Pulmicort 100micrograms Turbohaler,1,NA,NA,NA,ASTTRT_COD,Pulmicort 100micrograms Turbohaler,1,NA,NA,NA,ASTTRT_COD,Pulmicort 100micrograms Turbohaler,1
x00gF,NA,NA,NA,ASTTRT_COD,Pulmicort 200micrograms Turbohaler,1,NA,NA,NA,ASTTRT_COD,Pulmicort 200micrograms Turbohaler,1,NA,NA,NA,ASTTRT_COD,Pulmicort 200micrograms Turbohaler,1
